##1008654		
WHEN	when	rrq_cs
@		ii
@		ii
@		ii
with	with	iw
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
!	!	y
"	"	y
<p>	<p>	y
On	on	ii
our	our	appge
second	second	md_nnt1
to	to	to
last	last	vvi
day	day	nnt1
,	,	y
we	we	ppis2
visited	visit	vvd
a	a	at1
spectacularly	spectacularly	rr
long	long	jj
beach	beach	nn1
called	call	vvd@_vvn
Magen	magen	np1_nn1
's	's	ge
Bay	bay	nn1
.	.	y
Laurel	laurel	np1_nn1
and	and	cc
I	i	ppis1
were	be	vbdr
floating	float	vvg
atop	atop	ii
inflatable	inflatable	jj
rafts	raft	nn2
.	.	y
The	the	at
water	water	nn1
was	be	vbdz
so	so	rr_rg
calm	calm	vv0_jj
we	we	ppis2
were	be	vbdr
barely	barely	rr
moving	move	vvg
.	.	y
<p>	<p>	y
"	"	y
When	when	cs_rrq
I	i	ppis1
marry	marry	vv0
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
,	,	y
"	"	y
Laurel	laurel	np1
said	say	vvd
,	,	y
"	"	y
we	we	ppis2
'll	will	vm
live	live	vvi
in	in	ii
Miami	miami	np1
,	,	y
drive	drive	vv0_nn1
matching	matching	jj_vvg
red	red	jj_nn1
convertibles	convertible	nn2
,	,	y
and	and	cc
have	have	vh0
three	three	mc
children	child	nn2
named	name	vvd_vvn
Hub	hub	nn1
,	,	y
Hubbie	hubbie	np1
and	and	cc
H.H.	hh	np1
You	you	ppy
can	can	vm
be	be	vbi
our	our	appge
nanny	nanny	nn1
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
laughed	laugh	vvd
.	.	y
I	i	ppis1
could	could	vm
feel	feel	vvi
the	the	at
sun	sun	nn1
warming	warm	vvg
my	my	appge
eyelids	eyelid	nn2
.	.	y
"	"	y
When	when	cs_rrq
I	i	ppis1
marry	marry	vv0
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
,	,	y
we	we	ppis2
're	be	vbr
going	go	vvgk
to	to	to
own	own	vvi
a	a	at1
penthouse	penthouse	nn1
apartment	apartment	nn1
in	in	ii
Manhattan	manhattan	np1
,	,	y
work	work	vv0_nn1
on	on	ii
Wall	wall	np1
Street	street	nnl1
and	and	cc
have	have	vh0
a	a	at1
limo	limo	nn1
take	take	vv0
us	us	ppio2
to	to	ii
dinner	dinner	nn1
every	every	at1
night	night	nnt1
.	.	y
We	we	ppis2
'll	will	vm
hire	hire	vvi
you	you	ppy
to	to	to
be	be	vbi
our	our	appge
chauffeur	chauffeur	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
That	that	dd1
's	be	vbz
my	my	appge
baby	baby	nn1
stockbroker	stockbroker	nn1
!	!	y
"	"	y
Laurel	laurel	np1
sang	sing	vvd
,	,	y
rolling	roll	vvg
off	off	rp_ii
her	her	appge
raft	raft	nn1
and	and	cc
splashing	splash	vvg_nn1
into	into	ii
the	the	at
salty	salty	jj
water	water	nn1
.	.	y
<p>	<p>	y
That	that	dd1
night	night	nnt1
,	,	y
while	while	cs
Laurel	laurel	np1
was	be	vbdz
brushing	brush	vvg
her	her	appge
teeth	tooth	nn2
,	,	y
I	i	ppis1
stared	stare	vvd
out	out	rp
our	our	appge
window	window	nn1
at	at	ii
the	the	at
cruise	cruise	nn1
ships	ship	nn2
docked	dock	vvn_vvd
in	in	ii
the	the	at
harbor	harbor	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
on	on	ii_rp@
a	a	at1
boat	boat	nn1
,	,	y
sitting	sit	vvg
on	on	ii
the	the	at
deck	deck	nn1
,	,	y
pointing	point	vvg
out	out	rp
stars	star	nn2
.	.	y
It	it	pph1
felt	feel	vvd
so	so	rg_rr
real	real	jj
I	i	ppis1
could	could	vm
almost	almost	rr
taste	taste	vvi
the	the	at
Big	big	jj
Dipper	dipper	nn1
.	.	y
<p>	<p>	y
When	when	cs
Laurel	laurel	np1
emerged	emerge	vvd
from	from	ii
the	the	at
bathroom	bathroom	nn1
,	,	y
gargling	gargle	vvg
with	with	iw
mouthwash	mouthwash	nn1
,	,	y
I	i	ppis1
did	do	vdd
n't	n't	xx
share	share	vvi
that	that	dd1_cst
fantasy	fantasy	nn1
with	with	iw
her	her	ppho1
.	.	y
Only	only	rr
two	two	mc
people	people	nn
can	can	vm
go	go	vvi
on	on	ii_rp@
a	a	at1
honeymoon	honeymoon	nn1
.	.	y
<p>	<p>	y
It	it	pph1
's	be	vbz
New	new	jj
Year	year	nnt1
's	's	ge
Eve	eve	nnt1
day	day	nnt1
.	.	y
We	we	ppis2
're	be	vbr
flying	fly	vvg
home	home	rl
tomorrow	tomorrow	rt
,	,	y
unless	unless	cs
we	we	ppis2
can	can	vm
convince	convince	vvi
my	my	appge
parents	parent	nn2
to	to	to
quit	quit	vvi
their	their	appge
jobs	job	nn2
,	,	y
yank	yank	vv0
us	us	ppio2
from	from	ii
10th	10th	md
grade	grade	nn1
and	and	cc
establish	establish	vv0
a	a	at1
permanent	permanent	jj
residence	residence	nn1
in	in	ii
the	the	at
Caribbean	caribbean	jj_np1
.	.	y
<p>	<p>	y
We	we	ppis2
're	be	vbr
back	back	rp
at	at	ii
Magen	magen	np1
's	's	ge
Bay	bay	nn1
.	.	y
It	it	pph1
's	be	vbz
on	on	ii
the	the	at
other	other	jj
side	side	nn1
of	of	io
the	the	at
island	island	nn1
from	from	ii
our	our	appge
hotel	hotel	nn1
,	,	y
but	but	ccb
it	it	pph1
's	be	vbz
worth	worth	ii
the	the	at
drive	drive	nn1
.	.	y
My	my	appge
parents	parent	nn2
are	be	vbr
sipping	sip	vvg
pi&ntilde;a	pi&ntilde;a	nn221
coladas	colada	nn222
at	at	ii
the	the	at
bar	bar	nn1
.	.	y
Laurel	laurel	np1_nn1
and	and	cc
I	i	ppis1_zz1%
are	be	vbr
walking	walk	vvg
down	down	rp_ii@
the	the	at
beach	beach	nn1
.	.	y
I	i	ppis1
've	have	vh0
got	get	vvn
my	my	appge
tankini	tankini	nn2
on	on	rp@_ii
.	.	y
Laurel	laurel	np1_nn1
is	be	vbz
wearing	wear	vvg
a	a	at1
long	long	jj
T-shirt	t-shirt	nn1
over	over	ii
her	her	appge_ppho1
bathing	bathing	jj@_vvg_nn1@
suit	suit	nn1
.	.	y
<p>	<p>	y
I	i	ppis1
'm	be	vbm
looking	look	vvg
out	out	rp
at	at	ii
the	the	at
water	water	nn1
,	,	y
figuring	figure	vvg
out	out	rp
what	what	ddq
jeans	jeans	nn2
I	i	ppis1
'll	will	vm
wear	wear	vvi
on	on	ii
the	the	at
first	first	md
day	day	nnt1
back	back	rp_nn1
at	at	ii
school	school	nn1
,	,	y
when	when	cs_rrq
Laurel	laurel	np1
gasps	gasp	vvz_nn2
.	.	y
<p>	<p>	y
Suddenly	suddenly	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
<p>	<p>	y
"	"	y
You	you	ppy
're	be	vbr
staying	stay	vvg
at	at	ii
Frenchmen	frenchman	nn2
's	's	ge
Reef	reef	nn1
,	,	y
are	be	vbr
n't	n't	xx
you	you	ppy
?	?	y
"	"	y
he	he	pphs1
asks	ask	vvz
.	.	y
<p>	<p>	y
He	he	pphs1
's	be	vbz
grinning	grin	vvg_jj
.	.	y
He	he	pphs1
's	be	vbz
staring	stare	vvg
down	down	rp
at	at	ii
me	me	ppio1
.	.	y
I	i	ppis1
'm	be	vbm
staring	stare	vvg
back	back	rp
at	at	ii
him	him	ppho1
.	.	y
I	i	ppis1
ca	can	vm
n't	n't	xx
speak	speak	vvi
.	.	y
I	i	ppis1
ca	can	vm
n't	n't	xx
blink	blink	vvi
.	.	y
<p>	<p>	y
"	"	y
Yeah	yeah	uh
,	,	y
"	"	y
says	say	vvz
Laurel	laurel	np1_nn1@
.	.	y
"	"	y
But	but	ccb
we	we	ppis2
're	be	vbr
going	go	vvg
home	home	rl
tomorrow	tomorrow	rt
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Where	where	rrq
's	be	vbz
home	home	rl
?	?	y
"	"	y
he	he	pphs1
asks	ask	vvz
.	.	y
He	he	pphs1
's	be	vbz_vhz@
still	still	rr
looking	look	vvg
at	at	ii
me	me	ppio1
.	.	y
<p>	<p>	y
"	"	y
Buffalo	buffalo	np1
,	,	y
"	"	y
Laurel	laurel	np1
says	say	vvz
.	.	y
"	"	y
What	what	ddq
about	about	ii
you	you	ppy
,	,	y
where	where	rrq
are	be	vbr
you	you	ppy
from	from	ii
?	?	y
"	"	y
<p>	<p>	y
He	he	pphs1
glances	glance	vvz
quickly	quickly	rr
at	at	ii
Laurel	laurel	np1
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
from	from	ii
North	north	nd1
Carolina	carolina	np1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
Laurel	laurel	np1
.	.	y
This	this	dd1
is	be	vbz
Kiki	kiki	jj_np1_nn1
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
feel	feel	vv0
my	my	appge
cheeks	cheek	nn2
flushing	flush	vvg
.	.	y
Kiki	kiki	nn2_np1@
!	!	y
Kiki	kiki	nn2_np1@_nn1@
is	be	vbz
a	a	at1
name	name	nn1
for	for	if
a	a	at1
puppy	puppy	nn1
or	or	cc
a	a	at1
baby	baby	nn1
blanket	blanket	nn1
,	,	y
not	not	xx
a	a	at1
hot	hot	jj
Caribbean	caribbean	jj
goddess	goddess	nn1
.	.	y
<p>	<p>	y
Hubba	hubba	np1@_nn1
Hubba	hubba	np1
Boy	boy	nn1
grins	grin	vvz@_nn2
wider	wide	jjr
.	.	y
"	"	y
Does	do	vdz
she	she	pphs1
talk	talk	vvi
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Sorry	sorry	jj
,	,	y
"	"	y
Laurel	laurel	np1
says	say	vvz
,	,	y
"	"	y
she	she	pphs1
's	be	vbz
a	a	rr21
little	little	rr22
weird	weird	jj
sometimes	sometimes	rt
.	.	y
"	"	y
<p>	<p>	y
Weird	weird	jj
?	?	y
I	i	ppis1
ca	can	vm
n't	n't	xx
believe	believe	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
her	her	ppho1
.	.	y
<p>	<p>	y
Hubba	hubba	np1@_nn1
Hubba	hubba	np1
Boy	boy	nn1
laughs	laugh	vvz_nn2@
.	.	y
"	"	y
Well	well	rr
,	,	y
nice	nice	jj_rr@
to	to	to
meet	meet	vvi
you	you	ppy
.	.	y
"	"	y
He	he	pphs1
starts	start	vvz
down	down	rp_ii@
the	the	at
sandy	sandy	jj
slope	slope	nn1
to	to	ii
the	the	at
water	water	nn1
,	,	y
but	but	ccb
then	then	rt
pauses	pause	vvz_nn2
and	and	cc
turns	turn	vvz
around	around	rp
.	.	y
"	"	y
Maybe	maybe	rr
I	i	ppis1
'll	will	vm
see	see	vvi
you	you	ppy
in	in	ii
the	the	at
ballroom	ballroom	nn1
tonight	tonight	rt
.	.	y
A	a	at1
lot	lot	nn1
of	of	io
people	people	nn
are	be	vbr
going	go	vvg
there	there	rl
for	for	if
New	new	jj
Year	year	nnt1
's	's	ge
Eve	eve	nnt1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Cool	cool	jj_rr@_vv0@
,	,	y
"	"	y
Laurel	laurel	np1
says	say	vvz
.	.	y
<p>	<p>	y
Laurel	laurel	np1_nn1
and	and	cc
I	i	ppis1
continue	continue	vv0
along	along	rp_ii
the	the	at
beach	beach	nn1
.	.	y
I	i	ppis1
'm	be	vbm
about	about	rpk
to	to	to
chew	chew	vvi
her	her	ppho1
out	out	rp
when	when	cs_rrq
I	i	ppis1
glance	glance	vv0
sideways	sideways	rl
.	.	y
She	she	pphs1
has	have	vhz
a	a	at1
funny	funny	jj
look	look	nn1
on	on	ii
her	her	appge
face	face	nn1
,	,	y
something	something	pn1
I	i	ppis1
've	have	vh0
never	never	rr
seen	see	vvn
before	before	rt
.	.	y
I	i	ppis1
decide	decide	vv0
to	to	to
keep	keep	vvi
my	my	appge
mouth	mouth	nn1
shut	shut	vvd_vvn
.	.	y
<p>	<p>	y
Laurel	laurel	np1_nn1
and	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
mention	mention	vvi
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
for	for	if
the	the	at
rest	rest	nn1
of	of	io
the	the	at
afternoon	afternoon	nnt1
.	.	y
<p>	<p>	y
As	as	csa
we	we	ppis2
're	be	vbr
getting	get	vvg
ready	ready	jj
for	for	if
the	the	at
evening	evening	nnt1
,	,	y
I	i	ppis1
brush	brush	vv0
some	some	dd
mascara	mascara	nn1
against	against	ii
my	my	appge
eyelashes	eyelash	nn2
and	and	cc
slide	slide	vv0_nn1
on	on	ii_rp@
some	some	dd
lip	lip	nn1
gloss	gloss	nn1
.	.	y
<p>	<p>	y
"	"	y
You	you	ppy
look	look	vv0
great	great	jj
,	,	y
"	"	y
Laurel	laurel	np1
says	say	vvz
,	,	y
flopping	flop	vvg
onto	onto	ii
the	the	at
bed	bed	nn1
.	.	y
"	"	y
And	and	cc
I	i	ppis1
'm	be	vbm
just	just	rr
one	one	mc1
big	big	jj
whale	whale	nn1
who	who	pnqs
ca	can	vm
n't	n't	xx
fit	fit	vvi
into	into	ii
her	her	appge
bikini	bikini	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
No	no	xx
,	,	y
you	you	ppy
're	be	vbr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
at	at	ii
her	her	ppho1
.	.	y
<p>	<p>	y
But	but	ccb
I	i	ppis1
'm	be	vbm
not	not	xx
thinking	think	vvg
about	about	ii
Laurel	laurel	np1
now	now	rt
.	.	y
I	i	ppis1
'm	be	vbm
thinking	think	vvg
about	about	ii
how	how	rrq
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
does	do	vdz
n't	n't	xx
know	know	vvi
I	i	ppis1
'm	be	vbm
the	the	at
No.	no	xx
1	1	mc1
scorer	scorer	nn1
on	on	ii
the	the	at
mathletes	mathletes	nn2
team	team	nn1_vv0@
or	or	cc
that	that	cst
my	my	appge
science	science	nn1
fair	fair	jj
project	project	nn1
on	on	ii
acid	acid	nn1
rain	rain	nn1
won	win	vvd_vvn
the	the	at
grand	grand	jj
prize	prize	nn1
last	last	md
year	year	nnt1
.	.	y
<p>	<p>	y
Hubba	hubba	np1@_nn1
Hubba	hubba	np1
Boy	boy	nn1
is	be	vbz
already	already	rr
in	in	ii
the	the	at
ballroom	ballroom	nn1
when	when	cs_rrq
we	we	ppis2
arrive	arrive	vv0
.	.	y
He	he	pphs1
waves	wave	vvz@
and	and	cc
motions	motion	nn2
for	for	if
us	us	ppio2
to	to	to
join	join	vvi
him	him	ppho1
on	on	ii
the	the	at
dance	dance	nn1
floor	floor	nn1
.	.	y
Laurel	laurel	np1_nn1
sighs	sigh	vvz
heavily	heavily	rr
.	.	y
I	i	ppis1
toss	toss	vv0
my	my	appge
hair	hair	nn1
flirtatiously	flirtatiously	rr
over	over	ii_rp
my	my	appge
shoulder	shoulder	nn1
.	.	y
The	the	at
sun	sun	nn1
has	have	vhz
streaked	streak	vvn
the	the	at
front	front	nn1_jj
,	,	y
so	so	cs@_rr
it	it	pph1
looks	look	vvz
more	more	rgr_dar
blond	blond	jj
and	and	cc
less	less	dar
strawberry	strawberry	nn1
.	.	y
<p>	<p>	y
The	the	at
three	three	mc
of	of	io
us	us	ppio2
dance	dance	vv0_nn1
for	for	if
five	five	mc
songs	song	nn2
.	.	y
Laurel	laurel	np1_nn1
is	be	vbz
frowning	frown	vvg
as	as	csa
she	she	pphs1
shifts	shift	vvz
from	from	ii
side	side	nn1
to	to	ii
side	side	nn1
.	.	y
I	i	ppis1
am	be	vbm
busy	busy	jj
concentrating	concentrate	vvg_nn1%
on	on	ii
the	the	at
spot	spot	nn1
where	where	cs_rrq
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
has	have	vhz
knocked	knock	vvn
his	his	appge
hip	hip	nn1
against	against	ii
mine	mine	nn1
six	six	mc
--	--	x
count	count	nn1
'	'	ge
em	em	fu
,	,	y
six	six	mc
!	!	y
--	--	x
times	time	nnt2
.	.	y
I	i	ppis1
have	have	vh0
n't	n't	xx
seen	see	vvn
his	his	appge
hip	hip	nn1_jj@
knock	knock	nn1_vv0
against	against	ii
Laurel	laurel	np1
's	be	vbz_ge_vhz@
even	even	rr
once	once	rr
.	.	y
<p>	<p>	y
Suddenly	suddenly	rr
,	,	y
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
leans	lean	vvz
down	down	rp
and	and	cc
says	say	vvz
to	to	ii
me	me	ppio1
,	,	y
"	"	y
Want	want	vv0
to	to	to
walk	walk	vvi
over	over	rp
to	to	ii
the	the	at
beach	beach	nn1
,	,	y
just	just	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
ticklish	ticklish	vv0_jj
against	against	ii
my	my	appge
ear	ear	nn1
.	.	y
My	my	appge
stomach	stomach	nn1
quivers	quiver	nn2_vvz
.	.	y
<p>	<p>	y
I	i	ppis1
lean	lean	vv0
toward	toward	ii
Laurel	laurel	np1
and	and	cc
whisper	whisper	nn1_vv0
,	,	y
"	"	y
He	he	pphs1
asked	ask	vvd
if	if	cs_csw@
I	i	ppis1
want	want	vv0
to	to	to
walk	walk	vvi
to	to	ii
the	the	at
beach	beach	nn1
.	.	y
Is	be	vbz
that	that	dd1
OK	ok	jj
?	?	y
"	"	y
<p>	<p>	y
Laurel	laurel	np1_nn1
winces	wince	vvz
a	a	rr21_at1
little	little	rr22_jj
.	.	y
"	"	y
But	but	ccb
it	it	pph1
's	be	vbz
almost	almost	rr
New	new	jj
Year	year	nnt1
's	's	ge_vbz
....	....	...
"	"	y
<p>	<p>	y
I	i	ppis1
ricochet	ricochet	vv0
my	my	appge
eyes	eye	nn2
between	between	ii
her	her	ppho1
and	and	cc
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
.	.	y
Tonight	tonight	rt
,	,	y
there	there	ex
's	be	vbz
a	a	at1
seriously	seriously	rr
cute	cute	jj
boy	boy	nn1
who	who	pnqs
might	might	vm
possibly	possibly	rr
want	want	vvi
to	to	to
kiss	kiss	vvi
me	me	ppio1
.	.	y
Tomorrow	tomorrow	rt
,	,	y
we	we	ppis2
're	be	vbr
shuffling	shuffling	nn1
back	back	rp_nn1
to	to	ii
Buffalo	buffalo	np1
,	,	y
where	where	cs_rrq
it	it	pph1
could	could	vm
be	be	vbi
years	year	nnt2
before	before	cs
I	i	ppis1
'm	be	vbm
pursued	pursue	vvn
by	by	ii
another	another	dd1
hubbalicious	hubbalicious	jj
guy	guy	nn1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
'll	will	vm
only	only	rr
be	be	vbi
gone	go	vvn
for	for	if
a	a	at1
few	few	da2
minutes	minute	nnt2
,	,	y
"	"	y
I	i	ppis1
say	say	vv0
to	to	ii
Laurel	laurel	np1
.	.	y
"	"	y
I	i	ppis1
'll	will	vm
be	be	vbi
back	back	rp
before	before	ii_cs
the	the	at
clock	clock	nn1
strikes	strike	vvz_nn2
--	--	x
"	"	y
<p>	<p>	y
"	"	y
Do	do	vd0
whatever	whatever	ddqv
you	you	ppy
want	want	vv0
,	,	y
"	"	y
Laurel	laurel	np1
says	say	vvz
,	,	y
interrupting	interrupt	vvg
me	me	ppio1
.	.	y
"	"	y
Do	do	vd0
n't	n't	xx
mind	mind	vvi
me	me	ppio1
.	.	y
I	i	ppis1
really	really	rr
do	do	vd0
n't	n't	xx
care	care	vvi
.	.	y
"	"	y
<p>	<p>	y
Laurel	laurel	np1_nn1
shrugs	shrug	vvz
dismissively	dismissively	rr
and	and	cc
exits	exit	vvz
the	the	at
ballroom	ballroom	nn1
.	.	y
I	i	ppis1
can	can	vm
see	see	vvi
that	that	cst
she	she	pphs1
's	be	vbz
heading	head	vvg
in	in	ii
the	the	at
direction	direction	nn1
of	of	io
the	the	at
elevators	elevator	nn2
.	.	y
I	i	ppis1
glance	glance	vv0
at	at	ii
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
.	.	y
<p>	<p>	y
"	"	y
Still	still	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
guess	guess	vv0
so	so	rr
.	.	y
"	"	y
<p>	<p>	y
Hubba	hubba	np1@_nn1
Hubba	hubba	np1
Boy	boy	nn1
takes	take	vvz
my	my	appge
hand	hand	nn1
as	as	csa
we	we	ppis2
go	go	vv0
through	through	ii_rp@
the	the	at
lobby	lobby	nn1
.	.	y
He	he	pphs1
tells	tell	vvz
me	me	ppio1
that	that	cst
he	he	pphs1
plays	play	vvz
soccer	soccer	nn1
at	at	ii
his	his	appge
high	high	jj
school	school	nn1
in	in	ii
North	north	nd1
Carolina	carolina	np1
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
think	think	vvi
I	i	ppis1
've	have	vh0
ever	ever	rr
even	even	rr
spoken	speak	vvn
with	with	iw
a	a	at1
soccer	soccer	nn1
player	player	nn1
,	,	y
and	and	cc
now	now	rt
I	i	ppis1
'm	be	vbm
holding	hold	vvg
hands	hand	nn2
with	with	iw
one	one	pn1_mc1
.	.	y
<p>	<p>	y
He	he	pphs1
asks	ask	vvz
if	if	cs_csw@
I	i	ppis1
play	play	vv0
any	any	dd
sports	sport	nn2
.	.	y
I	i	ppis1
decide	decide	vv0
not	not	xx
to	to	to
tell	tell	vvi
him	him	ppho1
about	about	ii
mathletes	mathletes	nn2
.	.	y
<p>	<p>	y
He	he	pphs1
plucks	pluck	vvz
a	a	at1
hibiscus	hibiscus	nn1
flower	flower	nn1
from	from	ii
a	a	at1
bush	bush	nn1
and	and	cc
hands	hand	nn2_vvz%
it	it	pph1
to	to	ii
me	me	ppio1
.	.	y
I	i	ppis1
tuck	tuck	vv0
it	it	pph1
into	into	ii
a	a	at1
strap	strap	nn1
of	of	io
my	my	appge
dress	dress	nn1
.	.	y
<p>	<p>	y
There	there	ex
are	be	vbr
several	several	da2
people	people	nn
on	on	ii
the	the	at
beach	beach	nn1
,	,	y
leaning	lean	vvg
against	against	ii
palm	palm	nn1
trees	tree	nn2
,	,	y
sitting	sit	vvg
on	on	ii
the	the	at
sand	sand	nn1
,	,	y
wading	wade	vvg
in	in	ii
the	the	at
ocean	ocean	nn1
.	.	y
<p>	<p>	y
We	we	ppis2
're	be	vbr
partway	partway	nn1
down	down	ii@_rp
the	the	at
beach	beach	nn1
when	when	cs_rrq
Hubba	hubba	np1
Hubba	hubba	np1
Boy	boy	nn1
turns	turn	vvz_nn2@
and	and	cc
faces	face	vvz
me	me	ppio1
.	.	y
<p>	<p>	y
"	"	y
Ten	ten	m
minutes	minute	nnt2
'	'	ge
til	til	nn1_vv0
the	the	at
New	new	jj
Year	year	nnt1
!	!	y
"	"	y
someone	someone	pn1
shouts	shout	vvz
from	from	ii
inside	inside	rl_ii
the	the	at
hotel	hotel	nn1
.	.	y
<p>	<p>	y
Hubba	hubba	np1@_nn1
Hubba	hubba	np1
Boy	boy	nn1
tilts	tilt	vvz
his	his	appge
head	head	nn1
to	to	ii
the	the	at
side	side	nn1
.	.	y
Just	just	rr
as	as	csa
he	he	pphs1
raises	raise	vvz
his	his	appge
hands	hand	nn2
to	to	ii
my	my	appge
cheeks	cheek	nn2
,	,	y
I	i	ppis1
think	think	vv0
of	of	io
Laurel	laurel	np1_nn1@
.	.	y
I	i	ppis1
remember	remember	vv0
how	how	rrq_rgq@
upset	upset	vv0_jj
she	she	pphs1
looked	look	vvd
leaving	leave	vvg
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
want	want	vv0
to	to	to
do	do	vdi
the	the	at
New	new	jj
Year	year	nnt1
's	's	ge
resolution	resolution	nn1
thing	thing	nn1
tonight	tonight	rt
,	,	y
how	how	rrq
can	can	vm
I	i	ppis1
when	when	cs
my	my	appge
best	best	jjt
friend	friend	nn1
feels	feel	vvz
so	so	rg_rr
bad	bad	jj
?	?	y
And	and	cc
,	,	y
hey	hey	uh
,	,	y
maybe	maybe	rr
there	there	ex
will	will	vm
be	be	vbi
more	more	rgr
cute	cute	jj
boys	boy	nn2
in	in	ii
my	my	appge
future	future	nn1_jj
,	,	y
but	but	ccb
there	there	ex
's	be	vbz
only	only	rr
one	one	mc1
Laurel	laurel	nn1@_np1
.	.	y
<p>	<p>	y
I	i	ppis1
take	take	vv0
a	a	at1
step	step	nn1
backward	backward	rl
.	.	y
<p>	<p>	y
"	"	y
Everything	everything	pn1
OK	ok	rr
?	?	y
"	"	y
he	he	pphs1
asks	ask	vvz
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
have	have	vh0
to	to	to
find	find	vvi
Laurel	laurel	np1
,	,	y
"	"	y
I	i	ppis1
mumble	mumble	vv0
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
sorry	sorry	jj
.	.	y
Thanks	thanks	nn2
for	for	if
the	the	at
flower	flower	nn1
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1_mc1@
book	book	vv0%_nn1
through	through	ii
the	the	at
lobby	lobby	nn1
.	.	y
People	people	nn
in	in	ii
the	the	at
ballroom	ballroom	nn1
are	be	vbr
pouring	pouring	jj_vvg
glasses	glass	nn2
of	of	io
champagne	champagne	nn1
.	.	y
I	i	ppis1
forgo	forgo	vv0
the	the	at
elevator	elevator	nn1
and	and	cc
run	run	vv0_vvn
up	up	rp_ii@
two	two	mc
flights	flight	nn2
of	of	io
stairs	stair	nn2
to	to	ii
our	our	appge
room	room	nn1
.	.	y
<p>	<p>	y
I	i	ppis1
'm	be	vbm
huffing	huff	vvg
by	by	ii
the	the	at
time	time	nnt1
I	i	ppis1
open	open	vv0
the	the	at
door	door	nn1
.	.	y
Laurel	laurel	np1_nn1
is	be	vbz
sitting	sit	vvg
on	on	ii
the	the	at
bed	bed	nn1
,	,	y
her	her	appge_ppho1
back	back	nn1_rp
to	to	ii
me	me	ppio1
.	.	y
She	she	pphs1
quickly	quickly	rr
wipes	wipe	vvz
her	her	appge
eyes	eye	nn2
and	and	cc
tosses	toss	vvz
a	a	at1
tissue	tissue	nn1
on	on	ii
the	the	at
floor	floor	nn1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
so	so	rg
sorry	sorry	jj
,	,	y
"	"	y
I	i	ppis1
say	say	vv0
,	,	y
sitting	sit	vvg
next	next	ii21
to	to	ii22
her	her	ppho1
.	.	y
"	"	y
I	i	ppis1
should	should	vm
n't	n't	xx
have	have	vhi
--	--	x
"	"	y
<p>	<p>	y
Laurel	laurel	np1_nn1
cuts	cut	vvz
me	me	ppio1
off	off	rp
.	.	y
"	"	y
No	no	xx
,	,	y
that	that	dd1
's	be	vbz
OK	ok	jj
.	.	y
I	i	ppis1
would	would	vm
have	have	vhi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
"	"	y
<p>	<p>	y
Our	our	appge
window	window	nn1
is	be	vbz
open	open	jj
.	.	y
I	i	ppis1
hear	hear	vv0
people	people	nn
counting	count	vvg
down	down	rp
from	from	ii
10	10	mc
to	to	ii
one	one	mc1
.	.	y
<p>	<p>	y
"	"	y
Kirsten	kirsten	vv0_np1
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Yeah	yeah	uh
?	?	y
"	"	y
<p>	<p>	y
