##4001269		
ABSTRACT	abstract	jj_nn1@_vv0@
not-crashed	not-crashed	jj
vehicle	vehicle	nn1
and	and	cc
told	tell	vvd
them	them	ppho2
that	that	cst
this	this	dd1
was	be	vbdz
what	what	ddq
the	the	at
car	car	nn1
looked	look	vvn_vvd
like	like	cs@_ii
after	after	cs_ii
it	it	pph1
came	come	vvd
to	to	ii
a	a	at1
halt	halt	nn1
.	.	y
<p>	<p>	y
Car	car	nn1
crashed	crash	vvd
.	.	y
This	this	dd1
condition	condition	nn1
was	be	vbdz
identical	identical	jj
to	to	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
with	with	iw
the	the	at
exception	exception	nn1
that	that	cst
after	after	ii
watching	watch	vvg
the	the	at
film	film	nn1
we	we	ppis2
told	tell	vvd
participants	participant	nn2
,	,	y
"	"	y
Immediately	immediately	rr
after	after	cs_ii
this	this	dd1
video	video	nn1
was	be	vbdz
taken	take	vvn
this	this	dd1
vehicle	vehicle	nn1
was	be	vbdz
involved	involved	jj
in	in	ii
a	a	at1
crash	crash	nn1
.	.	y
Here	here	rl
are	be	vbr
some	some	dd
pictures	picture	nn2
of	of	io
the	the	at
vehicle	vehicle	nn1
after	after	ii_cs
the	the	at
crash	crash	nn1
.	.	y
"	"	y
We	we	ppis2
then	then	rt
showed	show	vvd
them	them	ppho2
pictures	picture	nn2
of	of	io
the	the	at
crashed	crashed	jj@
vehicle	vehicle	nn1
and	and	cc
told	tell	vvd
them	them	ppho2
that	that	cst
this	this	dd1
was	be	vbdz
what	what	ddq
the	the	at
car	car	nn1
looked	look	vvn_vvd
like	like	cs@_ii
after	after	cs_ii
it	it	pph1
came	come	vvd
to	to	ii
a	a	at1
halt	halt	nn1
.	.	y
<p>	<p>	y
After	after	ii
taking	take	vvg
part	part	nn1
in	in	ii
this	this	dd1
experiment	experiment	nn1
,	,	y
all	all	db
participants	participant	nn2
were	be	vbdr
debriefed	debrief	vvn
.	.	y
Results	result	nn2
<p>	<p>	y
Table	table	nn1_vv0%
1	1	mc1
shows	show	vvz
the	the	at
means	mean	nn
and	and	cc
standard	standard	jj_nn1
deviations	deviation	nn2
for	for	if
mock	mock	jj
witnesses	witness	nn2
'	'	ge
estimates	estimate	nn2
of	of	io
the	the	at
speed	speed	nn1
at	at	ii
which	which	ddq
the	the	at
vehicle	vehicle	nn1
was	be	vbdz
traveling	travel	vvg
and	and	cc
their	their	appge
perceptions	perception	nn2
of	of	io
how	how	rgq@_rrq
dangerously	dangerously	rr
it	it	pph1
was	be	vbdz
being	be	vbg
driven	drive	vvn
.	.	y
A	a	zz1
t	t	zz1
test	test	nn1
revealed	reveal	vvd_vvn
no	no	at
significant	significant	jj
difference	difference	nn1
between	between	ii
conditions	condition	nn2
in	in	ii
mock	mock	jj
witnesses	witness	nn2
'	'	ge
estimates	estimate	nn2
of	of	io
speed	speed	nn1
,	,	y
t(31)	t(31)	fo
=	=	fo
0.33	0.33	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
the	the	at
vehicle	vehicle	nn1
,	,	y
t	t	zz1
(	(	y
15	15	mc
)	)	y
=	=	fo
4.10	4.10	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
,	,	y
and	and	cc
t	t	zz1
(	(	y
16	16	mc
)	)	y
=	=	fo
2.82	2.82	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
,	,	y
respectively	respectively	rr
.	.	y
<p>	<p>	y
We	we	ppis2
found	find	vvd
no	no	at
significant	significant	jj
differences	difference	nn2
between	between	ii
the	the	at
two	two	mc
conditions	condition	nn2
in	in	ii
the	the	at
confidence	confidence	nn1
with	with	iw
which	which	ddq
they	they	pphs2
reported	report	vvd
the	the	at
accuracy	accuracy	nn1
of	of	io
their	their	appge
estimate	estimate	nn1
of	of	io
the	the	at
vehicle	vehicle	nn1
's	's	ge
speed	speed	nn1
,	,	y
t(31)	t(31)	fo
=	=	fo
0.19	0.19	mc
,	,	y
ns	ns	fo
.	.	y
Similarly	similarly	rr
,	,	y
we	we	ppis2
found	find	vvd
no	no	at
significant	significant	jj
differences	difference	nn2
between	between	ii
the	the	at
two	two	mc
conditions	condition	nn2
on	on	ii
ratings	rating	nn2
of	of	io
"	"	y
How	how	rgq@_rrq
dangerous	dangerous	jj
was	be	vbdz
the	the	at
way	way	nn1
that	that	cst
the	the	at
vehicle	vehicle	nn1
was	be	vbdz
being	be	vbg
driven	drive	vvn
?	?	y
"	"	y
t(30)	t(30)	fo
=	=	fo
0.41	0.41	mc
,	,	y
ns	ns	fo
,	,	y
"	"	y
How	how	rrq_rgq@
likely	likely	jj_rr@
was	be	vbdz
a	a	at1
crash	crash	nn1
?	?	y
"	"	y
t(31)	t(31)	fo
=	=	fo
0.87	0.87	mc
,	,	y
ns	ns	fo
,	,	y
and	and	cc
"	"	y
How	how	rgq@_rrq
likely	likely	jj_rr@
was	be	vbdz
the	the	at
driver	driver	nn1
to	to	to
kill	kill	vvi
someone	someone	pn1
?	?	y
"	"	y
t(31)	t(31)	fo
=	=	fo
0.69	0.69	mc
,	,	y
ns	ns	fo
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
The	the	at
results	result	nn2
of	of	io
this	this	dd1
experiment	experiment	nn1
contradicted	contradict	vvd_vvn
our	our	appge
hypothesis	hypothesis	nn1
that	that	cst
a	a	at1
belief	belief	nn1
that	that	cst
a	a	at1
vehicle	vehicle	nn1
crashed	crash	vvd_vvn@
would	would	vm
increase	increase	vvi
witnesses	witness	nn2
'	'	ge
perceptions	perception	nn2
of	of	io
a	a	at1
vehicle	vehicle	nn1
's	's	ge
speed	speed	nn1
.	.	y
In	in	ii
fact	fact	nn1
,	,	y
the	the	at
results	result	nn2
showed	show	vvd
that	that	cst
participants	participant	nn2
in	in	ii
both	both	db2
conditions	condition	nn2
significantly	significantly	rr
underestimated	underestimate	vvd_vvn
the	the	at
speed	speed	nn1
of	of	io
the	the	at
vehicle	vehicle	nn1
.	.	y
The	the	at
results	result	nn2
also	also	rr
demonstrated	demonstrate	vvn_vvd
that	that	dd1_cst
knowledge	knowledge	nn1
concerning	concerning	ii_vvg
the	the	at
outcome	outcome	nn1
of	of	io
an	a	at1
event	event	nn1
need	need	vm@
not	not	xx
necessarily	necessarily	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
being	be	vbg
driven	drive	vvn
.	.	y
In	in	ii
this	this	dd1
case	case	nn1
,	,	y
participants	participant	nn2
who	who	pnqs
believed	believe	vvd
that	that	cst
the	the	at
car	car	nn1
had	have	vhd
subsequently	subsequently	rr
crashed	crash	vvn
rated	rate	vvd_vvn
the	the	at
vehicle	vehicle	nn1
as	as	csa
being	be	vbg
driven	drive	vvn
as	as	rg
safely	safely	rr
as	as	csa
participants	participant	nn2
who	who	pnqs
believed	believe	vvd
that	that	cst
the	the	at
car	car	nn1
had	have	vhd
not	not	xx
been	be	vbn
involved	involved	jj
in	in	ii
an	a	at1
accident	accident	nn1
.	.	y
We	we	ppis2
return	return	vv0
to	to	ii
these	these	dd2
issues	issue	nn2
in	in	ii
the	the	at
general	general	jj_nn1
discussion	discussion	nn1
.	.	y
<p>	<p>	y
However	however	rr
,	,	y
these	these	dd2
findings	finding	nn2
do	do	vd0
not	not	xx
necessarily	necessarily	rr
mean	mean	vvi
that	that	dd1_cst
knowledge	knowledge	nn1
that	that	cst
a	a	at1
vehicle	vehicle	nn1
crashed	crash	vvn@_jj@
has	have	vhz
no	no	at
influence	influence	nn1
on	on	ii
eyewitness	eyewitness	nn1
estimates	estimate	nn2_vvz
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
anecdotal	anecdotal	jj
evidence	evidence	nn1
from	from	ii
police	police	nn2
accident	accident	nn1
investigators	investigator	nn2
suggests	suggest	vvz
that	that	cst_dd1
witnesses	witness	vvz@_nn2
grossly	grossly	rr
overestimate	overestimate	vv0
the	the	at
speeds	speed	nn2
of	of	io
police	police	nn2
vehicles	vehicle	nn2
when	when	cs
flashing	flash	vvg_jj@
lights	light	nn2
and	and	cc
sirens	siren	nn2
are	be	vbr
used	use	vvn_jj
and	and	cc
a	a	at1
crash	crash	nn1
occurs	occur	vvz
.	.	y
This	this	dd1
seems	seem	vvz
plausible	plausible	jj
because	because	cs
,	,	y
in	in	ii
most	most	dat
instances	instance	nn2
in	in	ii
real	real	jj
life	life	nn1
or	or	cc
in	in	ii
films	film	nn2
and	and	cc
television	television	nn1
,	,	y
flashing	flash	vvg
lights	light	nn2
and	and	cc
wailing	wail	vvg
sirens	siren	nn2
are	be	vbr
used	use	vvn
when	when	cs_rrq
a	a	at1
vehicle	vehicle	nn1
is	be	vbz
traveling	travel	vvg
at	at	ii
high	high	jj
speed	speed	nn1
.	.	y
Consequently	consequently	rr
,	,	y
the	the	at
fact	fact	nn1
that	that	cst_dd1
flashing	flash	vvg_jj@
lights	light	nn2
and	and	cc
sirens	siren	nn2
are	be	vbr
so	so	rg
firmly	firmly	rr
associated	associate	vvn
with	with	iw
vehicles	vehicle	nn2
traveling	travel	vvg
at	at	ii
high	high	jj
speed	speed	nn1
,	,	y
combined	combine	vvn
with	with	iw
the	the	at
belief	belief	nn1
that	that	cst
a	a	at1
vehicle	vehicle	nn1
crashed	crash	vvd
,	,	y
may	may	vm
cause	cause	vvi
eyewitnesses	eyewitness	nn2
to	to	to
overestimate	overestimate	vvi
a	a	at1
crashed	crashed	jj@
vehicle	vehicle	nn1
's	's	ge
speed	speed	nn1
and	and	cc
rate	rate	nn1
more	more	rgr_rrr
negatively	negatively	rr
the	the	at
way	way	nn1
the	the	at
vehicle	vehicle	nn1
was	be	vbdz
driven	drive	vvn_jj
(	(	y
Ayers	ayer	np1
&;	&;	x
Reder	reder	np1
,	,	y
1998	1998	mc
)	)	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
determine	determine	vvi
whether	whether	csw
the	the	at
belief	belief	nn1
that	that	cst
a	a	at1
police	police	nn2
vehicle	vehicle	nn1
crashed	crash	vvd_vvn@
while	while	cs
using	use	vvg
flashing	flashing	jj@_vvg_nn1@
lights	light	nn2
and	and	cc
sirens	siren	nn2
increases	increase	vvz_nn2
mock	mock	jj
witnesses	witness	nn2
'	'	ge
speed	speed	nn1
estimates	estimate	nn2_vvz
.	.	y
The	the	at
object	object	nn1
of	of	io
this	this	dd1
experiment	experiment	nn1
was	be	vbdz
to	to	to
manipulate	manipulate	vvi
the	the	at
knowledge	knowledge	nn1
that	that	cst
a	a	at1
police	police	nn2
vehicle	vehicle	nn1
crashed	crash	vvd
.	.	y
We	we	ppis2
hypothesized	hypothesize	vvd
that	that	cst
witnesses	witness	nn2
who	who	pnqs
believed	believe	vvd
the	the	at
police	police	nn2
vehicle	vehicle	nn1
had	have	vhd
crashed	crash	vvn
would	would	vm
perceive	perceive	vvi
the	the	at
speed	speed	nn1
of	of	io
that	that	dd1
vehicle	vehicle	nn1
and	and	cc
other	other	jj
estimates	estimate	nn2
of	of	io
dangerousness	dangerousness	nn1
to	to	to
be	be	vbi
higher	high	jjr
than	than	csn
those	those	dd2
who	who	pnqs
did	do	vdd
not	not	xx
believe	believe	vvi
the	the	at
vehicle	vehicle	nn1
had	have	vhd
crashed	crash	vvn
.	.	y
Method	method	nn1
<p>	<p>	y
Participants	participant	nn2
<p>	<p>	y
Participants	participant	nn2
were	be	vbdr
41	41	mc
prospective	prospective	jj
undergraduate	undergraduate	nn1
students	student	nn2
(	(	y
6	6	mc
men	man	nn2
and	and	cc
35	35	mc
women	woman	nn2
)	)	y
whose	whose	ddqge
average	average	jj_nn1
age	age	nn1
was	be	vbdz
26.37	26.37	mc
(	(	y
range	range	nn1_vv0@
17-69	17-69	mcmc
,	,	y
SD	sd	np1
=	=	fo
15.09	15.09	mc
)	)	y
.	.	y
<p>	<p>	y
Materials	material	nn2
<p>	<p>	y
We	we	ppis2
constructed	construct	vvd
a	a	at1
video	video	nn1
identical	identical	jj
to	to	ii
the	the	at
previous	previous	jj
one	one	pn1
except	except	cs21
that	that	cs22
the	the	at
vehicle	vehicle	nn1
used	use	vvd_vvn
was	be	vbdz
a	a	at1
police	police	nn2
model	model	nn1
of	of	io
the	the	at
civilian	civilian	jj_nn1
vehicle	vehicle	nn1
and	and	cc
was	be	vbdz
shown	show	vvn
with	with	iw
lights	light	nn2
flashing	flash	vvg
and	and	cc
sirens	siren	nn2
sounding	sound	vvg
.	.	y
Again	again	rt
,	,	y
it	it	pph1
was	be	vbdz
driven	drive	vvn
at	at	ii
a	a	at1
constant	constant	jj_nn1@
49.7	49.7	mc
mph	mph	nnu
(	(	y
80.0	80.0	mc
kph	kph	nnu
)	)	y
.	.	y
We	we	ppis2
obtained	obtain	vvd
from	from	ii
police	police	nn2
files	file	vvz%_nn2
a	a	at1
photograph	photograph	nn1
of	of	io
a	a	at1
crashed	crashed	jj@
car	car	nn1
and	and	cc
a	a	at1
not-crashed	not-crashed	jj
car	car	nn1
identical	identical	jj
to	to	ii
the	the	at
one	one	pn1
shown	show	vvn
in	in	ii
the	the	at
video	video	nn1
in	in	ii31
terms	terms	ii32
of	of	ii33
make	make	nn1%_vv0
,	,	y
model	model	nn1
,	,	y
and	and	cc
color	color	nn1
.	.	y
For	for	if
consistency	consistency	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
photographs	photograph	nn2
in	in	ii
both	both	db2
experiments	experiment	nn2
.	.	y
The	the	at
crashed	crashed	jj@
vehicle	vehicle	nn1
was	be	vbdz
in	in	ii
fact	fact	nn1
a	a	at1
police	police	nn2
car	car	nn1
;	;	y
however	however	rr
,	,	y
in	in	ii
Experiment	experiment	nn1
1	1	mc1
the	the	at
photographs	photograph	nn2
were	be	vbdr
processed	process	vvn
using	use	vvg
Adobe	adobe	nn1
Photoshop	photoshop	nn1_np1
to	to	to
remove	remove	vvi
all	all	db
visible	visible	jj
police	police	nn2
markings	marking	nn2
.	.	y
Thus	thus	rr
,	,	y
the	the	at
damage	damage	nn1
to	to	ii
the	the	at
police	police	nn2
vehicle	vehicle	nn1
(	(	y
Experiment	experiment	nn1_vv0@
2	2	mc
)	)	y
and	and	cc
civilian	civilian	jj_nn1
vehicle	vehicle	nn1
(	(	y
Experiment	experiment	nn1_vv0@
1	1	mc1
)	)	y
in	in	ii
the	the	at
crashed	crashed	jj@
conditions	condition	nn2
was	be	vbdz
identical	identical	jj
,	,	y
eliminating	eliminate	vvg
a	a	at1
potential	potential	jj_nn1
confound	confound	nn1
between	between	ii
experiments	experiment	nn2
.	.	y
<p>	<p>	y
Procedure	procedure	nn1
<p>	<p>	y
We	we	ppis2
used	use	vvd
the	the	at
same	same	da
method	method	nn1
as	as	csa
in	in	ii
the	the	at
previous	previous	jj
study	study	nn1
with	with	iw
the	the	at
exception	exception	nn1
that	that	cst
the	the	at
vehicle	vehicle	nn1
used	use	vvn_vvd
in	in	ii
the	the	at
film	film	nn1
was	be	vbdz
a	a	at1
marked	marked	jj
police	police	nn2
car	car	nn1
with	with	iw
flashing	flash	vvg_jj@
lights	light	nn2
and	and	cc
sirens	siren	nn2
.	.	y
Thus	thus	rr
,	,	y
in	in	ii
one	one	mc1
condition	condition	nn1
(	(	y
police	police	nn2_vv0%
car	car	nn1
not	not	xx
crashed	crash	vvn@_jj@
)	)	y
,	,	y
participants	participant	nn2
watched	watch	vvd
a	a	at1
film	film	nn1
in	in	ii
which	which	ddq
a	a	at1
police	police	nn2
car	car	nn1
with	with	iw
flashing	flash	vvg_jj@
lights	light	nn2
and	and	cc
a	a	at1
siren	siren	nn1
drove	drive	vvd
down	down	ii
a	a	at1
street	street	nn1
.	.	y
They	they	pphs2
were	be	vbdr
then	then	rt
shown	show	vvn
a	a	at1
picture	picture	nn1
of	of	io
a	a	at1
police	police	nn2
car	car	nn1
not	not	xx
crashed	crash	vvn@_jj@
.	.	y
In	in	ii
the	the	at
second	second	md
condition	condition	nn1
(	(	y
police	police	nn2_vv0%
car	car	nn1
crashed	crash	vvd_vvn@
)	)	y
participants	participant	nn2
watched	watch	vvd
the	the	at
same	same	da
video	video	nn1
but	but	ccb
were	be	vbdr
subsequently	subsequently	rr
shown	show	vvn
a	a	at1
picture	picture	nn1
of	of	io
a	a	at1
crashed	crashed	jj@
police	police	nn2
vehicle	vehicle	nn1
.	.	y
Results	result	nn2
<p>	<p>	y
Table	table	nn1
2	2	mc
shows	show	vvz
the	the	at
means	mean	nn
and	and	cc
standard	standard	jj_nn1
deviations	deviation	nn2
for	for	if
mock-witness	mock-witness	jj_nn1
estimates	estimate	nn2
of	of	io
vehicle	vehicle	nn1
speed	speed	nn1
.	.	y
Participants	participant	nn2
in	in	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
in	in	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
,	,	y
t(39)	t(39)	fo
=	=	fo
2.89	2.89	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Also	also	rr
,	,	y
whereas	whereas	cs
participants	participant	nn2
in	in	ii
the	the	at
not-crashed	not-crashed	jj
group	group	nn1
were	be	vbdr
,	,	y
on	on	ii
average	average	nn1_jj
,	,	y
very	very	rg
accurate	accurate	jj
in	in	ii
estimating	estimate	vvg
the	the	at
speed	speed	nn1
of	of	io
the	the	at
vehicle	vehicle	nn1
,	,	y
t	t	zz1
(	(	y
16	16	mc
)	)	y
=	=	fo
0.41	0.41	mc
,	,	y
ns	ns	fo
,	,	y
the	the	at
crashed	crashed	jj@
group	group	nn1
significantly	significantly	rr
overestimated	overestimate	vvd_vvn
the	the	at
speed	speed	nn1
of	of	io
the	the	at
vehicle	vehicle	nn1
,	,	y
t(23)	t(23)	fo
=	=	fo
4.58	4.58	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
.	.	y
However	however	rr
,	,	y
despite	despite	ii
the	the	at
fact	fact	nn1
that	that	cst
there	there	ex
were	be	vbdr
clear	clear	jj
differences	difference	nn2
in	in	ii
the	the	at
accuracy	accuracy	nn1
of	of	io
their	their	appge
speed	speed	nn1
estimates	estimate	nn2_vvz
,	,	y
no	no	at
significant	significant	jj
differences	difference	nn2
were	be	vbdr
found	find	vvn
between	between	ii
the	the	at
two	two	mc
conditions	condition	nn2
for	for	if
witness	witness	nn1
confidence	confidence	nn1
in	in	ii
the	the	at
accuracy	accuracy	nn1
of	of	io
these	these	dd2
estimates	estimate	nn2
,	,	y
t(39)	t(39)	fo
=	=	fo
0.55	0.55	mc
,	,	y
ns	ns	fo
.	.	y
<p>	<p>	y
Considering	considering	cs_ii_vvg
participants	participant	nn2
'	'	ge
perceptions	perception	nn2
of	of	io
how	how	rgq@_rrq
dangerously	dangerously	rr
the	the	at
police	police	nn2
vehicle	vehicle	nn1
was	be	vbdz
being	be	vbg
driven	drive	vvn
,	,	y
those	those	dd2
in	in	ii
the	the	at
crashed	crashed	jj@
condition	condition	nn1
did	do	vdd
not	not	xx
rate	rate	nn1_vv0%
the	the	at
vehicle	vehicle	nn1
as	as	csa
being	be	vbg
driven	drive	vvn
more	more	rgr_rrr
dangerously	dangerously	rr
than	than	csn
those	those	dd2
in	in	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
,	,	y
t(39)	t(39)	fo
=	=	fo
1.46	1.46	mc
,	,	y
ns	ns	fo
.	.	y
However	however	rr
,	,	y
drivers	driver	nn2
were	be	vbdr
rated	rate	vvn
as	as	csa
being	be	vbg
significantly	significantly	rr
"	"	y
more	more	rgr
likely	likely	jj
"	"	y
to	to	to
crash	crash	vvi
,	,	y
t(39)	t(39)	fo
=	=	fo
4.09	4.09	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
,	,	y
and	and	cc
significantly	significantly	rr
"	"	y
more	more	rgr
likely	likely	jj
to	to	to
kill	kill	vvi
someone	someone	pn1
"	"	y
by	by	ii
those	those	dd2
in	in	ii
the	the	at
crashed	crashed	jj@
condition	condition	nn1
than	than	csn
by	by	ii
those	those	dd2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
<	&lt;	fo
.001	.001	mc
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
In	in	ii
this	this	dd1
experiment	experiment	nn1
,	,	y
the	the	at
belief	belief	nn1
that	that	cst
a	a	at1
police	police	nn2
vehicle	vehicle	nn1
with	with	iw
flashing	flash	vvg_jj@
lights	light	nn2
and	and	cc
sirens	siren	nn2
had	have	vhd
crashed	crash	vvn
caused	cause	vvn_vvd
witnesses	witness	nn2
in	in	ii
the	the	at
crashed	crashed	jj@
condition	condition	nn1
to	to	to
overestimate	overestimate	vvi
the	the	at
vehicle	vehicle	nn1
's	's	ge
speed	speed	nn1
,	,	y
estimating	estimate	vvg
the	the	at
vehicle	vehicle	nn1
to	to	to
be	be	vbi
traveling	travel	vvg
significantly	significantly	rr
faster	fast	rrr_jjr
than	than	csn
participants	participant	nn2
in	in	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
did	do	vdd
.	.	y
Whereas	whereas	cs
participants	participant	nn2
in	in	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
of	of	io
this	this	dd1
experiment	experiment	nn1
were	be	vbdr
accurate	accurate	jj
in	in	ii
their	their	appge
estimations	estimation	nn2
of	of	io
the	the	at
speed	speed	nn1
of	of	io
the	the	at
police	police	nn2
vehicle	vehicle	nn1
,	,	y
those	those	dd2
in	in	ii
the	the	at
crashed	crashed	jj@
condition	condition	nn1
significantly	significantly	rr
overestimated	overestimate	vvd_vvn
the	the	at
speed	speed	nn1
of	of	io
the	the	at
car	car	nn1
.	.	y
Nevertheless	nevertheless	rr
,	,	y
those	those	dd2
in	in	ii
the	the	at
crashed	crashed	jj@
condition	condition	nn1
were	be	vbdr
just	just	rr
as	as	rg
confident	confident	jj
in	in	ii
the	the	at
accuracy	accuracy	nn1
of	of	io
their	their	appge
estimate	estimate	nn1
as	as	csa
those	those	dd2
in	in	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
participants	participant	nn2
in	in	ii
the	the	at
crashed	crashed	jj@
condition	condition	nn1
of	of	io
this	this	dd1
experiment	experiment	nn1
reported	report	vvd_vvn
that	that	cst
they	they	pphs2
thought	think	vvd
the	the	at
car	car	nn1
was	be	vbdz
more	more	rgr
likely	likely	jj
to	to	to
be	be	vbi
involved	involved	jj
in	in	ii
a	a	at1
crash	crash	nn1
and	and	cc
to	to	to
cause	cause	vvi
a	a	at1
fatality	fatality	nn1
than	than	csn
did	do	vdd
participants	participant	nn2
in	in	ii
the	the	at
not-crashed	not-crashed	jj
condition	condition	nn1
.	.	y
GENERAL	general	jj_nn1
DISCUSSION	discussion	nn1
<p>	<p>	y
The	the	at
results	result	nn2
of	of	io
the	the	at
two	two	mc
experiments	experiment	nn2
were	be	vbdr
mixed	mix	vvn
.	.	y
The	the	at
hypothesized	hypothesized	jj@
effect	effect	nn1
of	of	io
knowledge	knowledge	nn1
that	that	cst
a	a	at1
vehicle	vehicle	nn1
crashed	crash	vvd_jj@
causes	cause	nn2
witnesses	witness	vvz@_nn2
to	to	to
overestimate	overestimate	vvi
vehicle	vehicle	nn1
speed	speed	nn1
was	be	vbdz
not	not	xx
supported	support	vvn
in	in	ii
Experiment	experiment	nn1
1	1	mc1
.	.	y
This	this	dd1
