##2000750		
When	when	rrq_cs
'	'	"@
Oh	oh	uh
,	,	y
God	god	np1
,	,	y
why	why	rrq
the	the	at
Marines	marine	nn2
'	'	ge
Well	well	nn1@_rr_jj@
,	,	y
it	it	pph1
's	be	vbz
what	what	ddq
I	i	ppis1
wanted	want	vvd
to	to	to
do	do	vdi
.	.	y
"	"	y
You	you	ppy
have	have	vh0
little	little	rr_da1
doubt	doubt	vv0_nn1
he	he	pphs1
has	have	vhz
always	always	rr
done	do	vdn
just	just	rr
that	that	dd1
.	.	y
Bob	bob	np1_nn
is	be	vbz
a	a	at1
hands-on	hands-on	jj
,	,	y
can-do	can-do	vd0
kind	kind	nn1_rr21%
of	of	io_rr22
guy	guy	nn1
with	with	iw
a	a	at1
quixotic	quixotic	jj
artistic	artistic	jj
flare	flare	nn1
.	.	y
A	a	at1_zz1
natural	natural	jj
leader	leader	nn1
,	,	y
he	he	pphs1
draws	draw	vvz
a	a	at1
loyal	loyal	jj
circle	circle	nn1
of	of	io
friends	friend	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
stress-reducing	stress-reducing	jj_nn1
R	xx_r	np1@_zz1
&R;	&r;	x
took	take	vvd
the	the	at
form	form	nn1
of	of	io
friendly	friendly	jj
wrestling	wrestling	nn1
free-for-alls	free-for-all	nn2
--	--	x
the	the	at
usual	usual	jj
drill	drill	nn1
was	be	vbdz
several	several	da2
buddies	buddy	nn2
trying	try	vvg
to	to	to
take	take	vvi
down	down	rp
big	big	jj
Bob	bob	np1_nn@
.	.	y
But	but	ccb
there	there	ex
were	be	vbdr
serious	serious	jj
times	time	nnt2
,	,	y
too	too	rr@
.	.	y
Popovics	popovics	np1@_nn2_nn1
'	'	ge
smile	smile	nn1
vanishes	vanish	vvz
with	with	iw
the	the	at
memory	memory	nn1
of	of	io
pulling	pull	vvg
a	a	at1
recruit	recruit	nn1
through	through	ii
a	a	at1
personal	personal	jj
crisis	crisis	nn1
during	during	ii
an	a	at1
endless	endless	jj
night	night	nnt1
of	of	io
shelling	shelling	nn1_vvg
.	.	y
"	"	y
I	i	ppis1
had	have	vhd
to	to	to
lock	lock	vvi
him	him	ppho1
down	down	rp
,	,	y
"	"	y
he	he	pphs1
says	say	vvz
softly	softly	rr
,	,	y
"	"	y
then	then	rt
sit	sit	vv0
on	on	ii
him	him	ppho1
all	all	db
night	night	nnt1
.	.	y
"	"	y
As	as	ii_csa
a	a	at1
kid	kid	nn1
living	live	vvg
a	a	at1
block	block	nn1
from	from	ii
the	the	at
Delaware	delaware	np1
River	river	nnl1
in	in	ii
Trenton	trenton	np1
,	,	y
New	new	np1
Jersey	jersey	np1
,	,	y
he	he	pphs1
'd	have	vhd
always	always	rr
fished	fish	vvn
some	some	dd
.	.	y
When	when	cs
the	the	at
family	family	nn1
moved	move	vvn_vvd
to	to	ii
Seaside	seaside	nn1
Park	park	nn1
,	,	y
Bob	bob	np1
sometimes	sometimes	rt
joined	join	vvd_vvn
his	his	appge
surf-fishing	surf-fishing	jj_nn1
father	father	nn1
.	.	y
"	"	y
I	i	ppis1
liked	like	vvd
it	it	pph1
,	,	y
but	but	ccb
T	t	np1@_zz1
was	be	vbdz
n't	n't	xx
truly	truly	rr
affected	affect	vvn
by	by	ii
it	it	pph1
until	until	cs
I	i	ppis1
came	come	vvd
back	back	rp
from	from	ii
the	the	at
service	service	nn1
,	,	y
"	"	y
he	he	pphs1
says	say	vvz
.	.	y
"	"	y
It	it	pph1
was	be	vbdz
n't	n't	xx
until	until	cs_ii@
Alexis	alexis	np1
and	and	cc
I	i	ppis1
married	marry	vvd@
that	that	cst
I	i	ppis1
got	get	vvd
wild	wild	jj_rr@
about	about	ii
it	it	pph1
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
social	social	jj
thing	thing	nn1
somehow	somehow	rr
;	;	y
all	all	db
the	the	at
friends	friend	nn2
I	i	ppis1
met	meet	vvd
--	--	x
it	it	pph1
was	be	vbdz
all	all	rr@_db
around	around	ii_rp
fishing	fishing	nn1
.	.	y
"	"	y
In	in	ii
1970	1970	mc
,	,	y
there	there	ex
was	be	vbdz
still	still	rr
much	much	rr_da1
for	for	if
Bob	bob	np1_nn@
to	to	to
learn	learn	vvi
.	.	y
Along	along	ii21
with	with	ii22
fly	fly	nn1_jj@
tying	tying	nn1_vvg
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Bay	bay	nn1
.	.	y
By	by	ii
1978	1978	mc
,	,	y
computer	computer	nn1
programming	program	vvg
a	a	at1
fast-fading	fast-fading	jj_nn1
memory	memory	nn1
,	,	y
Bob	bob	np1
and	and	cc
Alexis	alexis	np1
became	become	vvd
full	full	jj
owners	owner	nn2
of	of	io
the	the	at
Shady	shady	jj
Rest	rest	nn1
and	and	cc
the	the	at
ceaseless	ceaseless	jj
demands	demand	nn2
of	of	io
the	the	at
restaurant	restaurant	nn1
business	business	nn1
.	.	y
Happily	happily	rr
,	,	y
peak	peak	nn1_vv0@
restaurant	restaurant	nn1
season	season	nnt1
corresponds	correspond	vvz
with	with	iw
slow	slow	jj
fishing	fishing	nn1
periods	period	nn2
.	.	y
"	"	y
From	from	ii
Memorial	memorial	nn1
Day	day	nnt1_np1
to	to	ii
Labor	labor	nn1
Day	day	nnt1
it	it	pph1
's	be	vbz
a	a	at1
relentless	relentless	jj
seven-days-a-week	seven-days-a-week	nnt1_jj
run	run	vvn_nn1
in	in	ii
the	the	at
heat	heat	nn1
at	at	ii
the	the	at
restaurant	restaurant	nn1
,	,	y
"	"	y
he	he	pphs1
'll	will	vm
tell	tell	vvi
you	you	ppy
.	.	y
"	"	y
After	after	ii
that	that	dd1
,	,	y
we	we	ppis2
get	get	vv0
a	a	at1
migration	migration	nn1
of	of	io
mullet	mullet	nn1
that	that	cst_dd1
coincides	coincide	vvz
with	with	iw
the	the	at
migration	migration	nn1
of	of	io
people	people	nn
leaving	leave	vvg
the	the	at
shore	shore	nn1
,	,	y
and	and	cc
that	that	dd1_cst
starts	start	vvz
the	the	at
fall	fall	nn1
fishing	fishing	nn1
season	season	nnt1
.	.	y
"	"	y
Bob	bob	np1_nn_vv0@
fishes	fish	nn2
locally	locally	rr
or	or	cc
up	up	rp
in	in	ii
Martha	martha	np1
's	's	ge
Vineyard	vineyard	nn1
or	or	cc
maybe	maybe	rr
a	a	at1
trip	trip	nn1
out	out	ii21
of	of	ii22
the	the	at
country	country	nn1
from	from	ii
fall	fall	nn1
into	into	ii
December	december	npm1
,	,	y
when	when	cs_rrq
it	it	pph1
's	be	vbz
back	back	rp_nn1
to	to	ii
the	the	at
Shady	shady	jj
Rest	rest	nn1
for	for	if
Christmas	christmas	nnt1
season	season	nnt1
.	.	y
January	january	npm1
through	through	ii
March	march	npm1
,	,	y
he	he	pphs1
bounces	bounce	vvz
between	between	ii
the	the	at
restaurant	restaurant	nn1
and	and	cc
personal	personal	jj
fly-tying	fly-tying	jj_nn1
appearances	appearance	nn2
.	.	y
And	and	cc
always	always	rr
,	,	y
he	he	pphs1
is	be	vbz
plotting	plot	vvg
new	new	jj
fly	fly	nn1_jj@
patterns	pattern	nn2
based	base	vvn
on	on	ii
need	need	nn1
,	,	y
not	not	xx
the	the	at
orgasmically	orgasmically	rr
wild	wild	jj
and	and	cc
often	often	rr
purposeless	purposeless	jj
creations	creation	nn2
of	of	io
some	some	dd
non-fishing	non-fishing	jj_nn1
tiers	tier	nn2
.	.	y
The	the	at
simple	simple	jj
,	,	y
durable	durable	jj
Candy	candy	nn1
flies	fly	vvz_nn2
for	for	if
which	which	ddq
he	he	pphs1
may	may	vm
be	be	vbi
best	best	rrt
known	know	vvn
,	,	y
are	be	vbr
typical	typical	jj
.	.	y
Tired	tired	jj
of	of	io
losing	lose	vvg
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
creation	creation	nn1
with	with	iw
a	a	at1
fishform	fishform	nn1
epoxy	epoxy	jj
head	head	nn1
that	that	cst_dd1
creates	create	vvz
a	a	at1
tooth-impervious	tooth-impervious	jj
shield	shield	nn1
over	over	ii_rp
tying	tie	vvg_nn1
thread	thread	nn1
and	and	cc
synthetic	synthetic	jj
wing	wing	nn1
material	material	nn1
from	from	ii
shank	shank	nn1
to	to	ii
hook	hook	nn1
bend	bend	nn1
.	.	y
To	to	to
prove	prove	vvi
the	the	at
pattern	pattern	nn1
's	's	ge
durability	durability	nn1
,	,	y
he	he	pphs1
caught	catch	vvd
30	30	mc
blues	blue	nn2
on	on	ii
one	one	mc1
Candy	candy	nn1
before	before	ii
retiring	retire	vvg
it	it	pph1
.	.	y
A	a	at1_zz1
chewed	chewed	jj@_vvd
epoxy	epoxy	jj
head	head	nn1
,	,	y
he	he	pphs1
found	find	vvd
,	,	y
can	can	vm
be	be	vbi
restored	restore	vvn
to	to	ii
new	new	jj
with	with	iw
a	a	at1
light	light	jj_nn1
coat	coat	nn1
of	of	io
Sally	sally	np1
Hansen	hansen	np1
's	's	ge_vbz
Hard-As	hard-as	csa_ii@
Nails	nail	nn2
.	.	y
Eventually	eventually	rr
,	,	y
the	the	at
epoxy	epoxy	jj
head	head	nn1_jj@
Candies	candy	nn2
evolved	evolve	vvn_vvd
into	into	ii
a	a	at1
family	family	nn1
of	of	io
flies	fly	nn2
that	that	cst
suggest	suggest	vv0
a	a	at1
variety	variety	nn1
of	of	io
forage	forage	nn1
forms	form	nn2_vvz
.	.	y
Many	many	da2
spin	spin	vv0_nn1
fishermen	fisherman	nn2
use	use	vv0
them	them	ppho2
as	as	csa_ii@
teasers	teaser	nn2
ahead	ahead	ii21
of	of	ii22
their	their	appge
plugs	plug	nn2
.	.	y
A	a	at1
shorter	short	jjr
version	version	nn1
of	of	io
his	his	appge
big	big	jj
offshore	offshore	jj
fly	fly	nn1
came	come	vvd
after	after	ii
a	a	at1
frustrating	frustrating	jj
late-season	late-season	jj_nnt1
day	day	nnt1
in	in	ii
the	the	at
surf	surf	nn1
with	with	iw
bass	bass	nn1_jj
feeding	feed	vvg_nn1@
on	on	ii
rainfish	rainfish	nn1
(	(	y
bay	bay	nn1_jj@_vv0@
anchovies	anchovy	nn2
)	)	y
.	.	y
"	"	y
There	there	ex
were	be	vbdr
bass	bass	jj
that	that	cst
looked	look	vvd
40	40	mc
pounds	pound	nn2
,	,	y
but	but	ccb
we	we	ppis2
could	could	vm
n't	n't	xx
get	get	vvi
them	them	ppho2
to	to	to
eat	eat	vvi
.	.	y
That	that	dd1
night	night	nnt1
,	,	y
I	i	ppis1
realized	realize	vvd
I	i	ppis1
'd	have	vhd
thrown	throw	vvn
everything	everything	pn1
at	at	ii
them	them	ppho2
but	but	ccb
something	something	pn1
big	big	jj
.	.	y
I	i	ppis1
came	come	vvd
up	up	rp
with	with	iw
a	a	at1
slightly	slightly	rr
downsized	downsized	jj@_vvd
version	version	nn1
of	of	io
my	my	appge
offshore	offshore	jj
Big	big	jj
Boy	boy	nn1
.	.	y
At	at	rr21
first	first	rr22
light	light	vv0@
the	the	at
next	next	md
morning	morning	nnt1
,	,	y
with	with	iw
a	a	at1
raw	raw	jj
north	north	nd1
wind	wind	nn1
going	go	vvg
,	,	y
I	i	ppis1
took	take	vvd
a	a	at1
12-pound	12-pound	jj_nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
cold	cold	jj_rr%
I	i	ppis1
could	could	vm
n't	n't	xx
take	take	vvi
out	out	rp
the	the	at
hook	hook	nn1
.	.	y
The	the	at
next	next	md
fish	fish	nn
just	just	rr
annihilated	annihilate	vvd_vvn
the	the	at
fly	fly	nn1
.	.	y
My	my	appge
hands	hand	nn2
were	be	vbdr
so	so	rg_rr
cold	cold	jj_rr%
I	i	ppis1
could	could	vm
n't	n't	xx
control	control	vvi
the	the	at
reel	reel	nn1
.	.	y
I	i	ppis1
think	think	vv0
it	it	pph1
was	be	vbdz
the	the	at
biggest	big	jjt
bass	bass	nn1_jj
I	i	ppis1
've	have	vh0
ever	ever	rr
had	have	vhn
on	on	ii
,	,	y
and	and	cc
I	i	ppis1
blew	blow	vvd
it	it	pph1
.	.	y
But	but	ccb
the	the	at
Cotton	cotton	nn1_np1
Candy	candy	nn1
fly	fly	nn1
was	be	vbdz
born	born	vvn
!	!	y
"	"	y
The	the	at
stuff	stuff	nn1
that	that	cst_dd1
seals	seal	vvz
your	your	appge
bathtub	bathtub	nn1
figured	figure	vvn_vvd
in	in	ii
another	another	dd1
of	of	io
Bob	bob	np1
's	's	ge
breakthrough	breakthrough	nn1
patterns	pattern	nn2
.	.	y
It	it	pph1
is	be	vbz
silicone	silicone	nn1
that	that	cst
coats	coat	nn2
a	a	at1
fleece	fleece	nn1
head	head	nn1
,	,	y
soft	soft	jj
and	and	cc
squishy-feeling	squishy-feeling	jj
.	.	y
"	"	y
I	i	ppis1
loved	love	vvd
soft-plastic	soft-plastic	jj_nn1
baits	bait	nn2_vvz
for	for	if
freshwater	freshwater	jj
bass	bass	nn1_jj
,	,	y
"	"	y
Bob	bob	np1
tells	tell	vvz
me	me	ppio1
.	.	y
"	"	y
These	these	dd2
are	be	vbr
like	like	ii
that	that	dd1
.	.	y
After	after	cs
it	it	pph1
cured	cure	vvd
I	i	ppis1
threw	throw	vvd
the	the	at
first	first	md
one	one	pn1
in	in	ii
the	the	at
water	water	nn1
.	.	y
It	it	pph1
floated	float	vvd
.	.	y
What	what	ddq
a	a	at1
great	great	jj
mullet	mullet	nn1
imitation	imitation	nn1
waking	wake	vvg_nn1
on	on	ii
the	the	at
surface	surface	nn1
,	,	y
I	i	ppis1
thought	think	vvd
.	.	y
Squeeze	squeeze	vv0
the	the	at
trapped	trapped	jj@
air	air	nn1
from	from	ii
the	the	at
head	head	nn1
and	and	cc
the	the	at
fly	fly	nn1_jj@
sinks	sink	nn2
.	.	y
So	so	rg
many	many	da2
ways	way	nn2
to	to	to
fish	fish	vvi
it	it	pph1
.	.	y
Rub	rub	vv0
on	on	rp@_ii
a	a	rr21_at1
little	little	rr22_jj
fresh	fresh	jj
silicone	silicone	nn1
to	to	to
fix	fix	vvi
the	the	at
tears	tear	nn2
from	from	ii
fish	fish	nn
teeth	tooth	nn2
.	.	y
I	i	ppis1
call	call	vv0
them	them	ppho2
Siliclones	siliclones	nn2_np1_vvz
.	.	y
"	"	y
The	the	at
new	new	jj
flies	fly	nn2
have	have	vh0
obvious	obvious	jj
freshwater	freshwater	jj
application	application	nn1
for	for	if
pike	pike	nn
,	,	y
muskies	muskie	nn2_vvz
,	,	y
bass	bass	nn1_jj
,	,	y
but	but	ccb
more	more	rrr
was	be	vbdz
yet	yet	rr
coming	come	vvg
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
felt	feel	vvd
he	he	pphs1
'd	have	vm
hit	hit	vvi
the	the	at
wall	wall	nn1
with	with	iw
new	new	jj
patterns	pattern	nn2
,	,	y
but	but	ccb
friend	friend	nn1
Ed	ed	np1
Jaworowski	jaworowski	np1_nn1
would	would	vm
n't	n't	xx
let	let	vvi
him	him	ppho1
rest	rest	nn1_vv0
.	.	y
"	"	y
What	what	ddq
we	we	ppis2
need	need	vv0
is	be	vbz
a	a	at1
real	real	jj
swimming	swimming	nn1
fly	fly	nn1_vv0
,	,	y
"	"	y
Jaworowski	jaworowski	np1
insisted	insist	vvd
.	.	y
"	"	y
Well	well	rr
,	,	y
my	my	appge
friend	friend	nn1
Sal	sal	np1
Ribarro	ribarro	np1
had	have	vhd
been	be	vbn
fooling	fool	vvg
around	around	rp
with	with	iw
hard	hard	jj
lips	lip	nn2
to	to	to
make	make	vvi
flies	fly	nn2
swim	swim	vvi
--	--	x
even	even	rr
tried	try	vvd_jj@
women	woman	nn2
's	's	ge
artificial	artificial	jj
fingernails	fingernail	nn2
.	.	y
I	i	ppis1
'd	have	vhd
messed	mess	vvn
with	with	iw
other	other	jj
kinds	kind	nn2
of	of	io
hard	hard	jj
lips	lip	nn2
before	before	rt
,	,	y
but	but	ccb
they	they	pphs2
're	be	vbr
tough	tough	jj
to	to	to
pull	pull	vvi
from	from	ii
the	the	at
water	water	nn1
.	.	y
But	but	ccb
now	now	rt
I	i	ppis1
had	have	vhd
silicone	silicone	nn1
,	,	y
and	and	cc
the	the	at
next	next	md
day	day	nnt1
I	i	ppis1
had	have	vhd
the	the	at
fly	fly	nn1
.	.	y
"	"	y
I	i	ppis1
want	want	vv0
to	to	to
know	know	vvi
about	about	ii
the	the	at
lip	lip	nn1
and	and	cc
Bob	bob	np1
says	say	vvz
,	,	y
"	"	y
Oh	oh	uh
,	,	y
yeah	yeah	uh
,	,	y
the	the	at
Poplips	poplips	nn2_np1
.	.	y
It	it	pph1
's	be	vbz
really	really	rr
a	a	at1
Siliclone	siliclone	nn1
with	with	iw
one	one	mc1
extra	extra	jj
step	step	nn1
--	--	x
a	a	at1
fleece	fleece	nn1
beard	beard	nn1
covered	cover	vvn_vvd
with	with	iw
silicone	silicone	nn1
to	to	to
make	make	vvi
a	a	at1
lip	lip	nn1
that	that	cst_dd1
bends	bend	vvz
back	back	rp
a	a	rr21
little	little	rr22
on	on	ii
the	the	at
pick-up	pickup	nn1
.	.	y
That	that	dd1
makes	make	vvz
it	it	pph1
easier	easy	jjr
casting	casting	nn1
than	than	csn
a	a	at1
hard	hard	jj
lip	lip	nn1
.	.	y
But	but	ccb
they	they	pphs2
swim	swim	vv0
...	...	...
man	man	nn1
,	,	y
the	the	at
first	first	md
time	time	nnt1
I	i	ppis1
saw	see	vvd
one	one	mc1_pn1
go	go	vv0_nn1%
,	,	y
I	i	ppis1
just	just	rr
started	start	vvd
chuckling	chuckle	vvg_nn1@
.	.	y
At	at	ii
a	a	at1
table	table	nn1
in	in	ii
the	the	at
Shady	shady	jj
Rest	rest	nn1
,	,	y
we	we	ppis2
're	be	vbr
joined	join	vvn
by	by	ii
Sal	sal	np1
Ribarro	ribarro	np1_nn1
and	and	cc
Bob	bob	np1
's	's	ge
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Poplips	poplips	np1_nn2
fly	fly	nn1_vv0
is	be	vbz
supreme	supreme	jj
during	during	ii
conditions	condition	nn2
that	that	cst_dd1
would	would	vm
also	also	rr
favor	favor	vvi
swimming	swimming	nn1_vvg
plugs	plug	vvz_nn2
--	--	x
easy	easy	jj
swells	swell	nn2
,	,	y
gentle	gentle	jj
currents	current	nn2
.	.	y
Because	because	cs
the	the	at
lip	lip	nn1
digs	dig	nn2
in	in	rp@_ii
,	,	y
swells	swell	nn2_vvz
or	or	cc
wind	wind	nn1
do	do	vd0
n't	n't	xx
ruin	ruin	vvi
the	the	at
retrieve	retrieve	vv0
,	,	y
as	as	csa
can	can	vm
happen	happen	vvi
with	with	iw
normal	normal	jj
streamers	streamer	nn2
.	.	y
There	there	ex
are	be	vbr
so	so	rg
many	many	da2
more	more	dar
patterns	pattern	nn2
.	.	y
What	what	ddq
's	be	vbz
his	his	appge
favorite	favorite	nn1_jj
?	?	y
"	"	y
I	i	ppis1
like	like	vv0
the	the	at
Surf	surf	nn1
Candy	candy	nn1
a	a	rr21@_at1
lot	lot	rr22_nn1
,	,	y
and	and	cc
the	the	at
Siliclones	siliclones	nn2_np1
,	,	y
"	"	y
Bob	bob	np1
thinks	think	vvz
aloud	aloud	rr
.	.	y
"	"	y
But	but	ccb
maybe	maybe	rr
the	the	at
Banger	banger	np1_nn1@
.	.	y
It	it	pph1
is	be	vbz
the	the	at
Banger	banger	np1_nn1@
.	.	y
I	i	ppis1
've	have	vh0
never	never	rr
had	have	vhn
to	to	to
create	create	vvi
another	another	dd1
popper	popper	nn1
after	after	ii
that	that	dd1
!	!	y
"	"	y
Bob	bob	np1_nn
leaps	leap	vvz_nn2
from	from	ii
the	the	at
table	table	nn1
for	for	if
the	the	at
kitchen	kitchen	nn1
and	and	cc
returns	return	nn2_vvz
with	with	iw
a	a	at1
pizza	pizza	nn1
,	,	y
which	which	ddq
he	he	pphs1
has	have	vhz
made	make	vvn
himself	himself	ppx1
.	.	y
He	he	pphs1
places	place	vvz@
it	it	pph1
on	on	ii
the	the	at
table	table	nn1
,	,	y
watching	watch	vvg
,	,	y
pleased	pleased	jj_vvd@_vvn@
.	.	y
"	"	y
He	he	pphs1
wo	will	vm
n't	n't	xx
let	let	vvi
anybody	anybody	pn1
else	else	rr
make	make	vvi
the	the	at
pizza	pizza	nn1
when	when	cs_rrq
he	he	pphs1
's	be	vhz
got	get	vvn
friends	friend	nn2
,	,	y
"	"	y
Sal	sal	np1
says	say	vvz
.	.	y
It	it	pph1
turns	turn	vvz
out	out	rp
to	to	to
be	be	vbi
wonderful	wonderful	jj
pizza	pizza	nn1
.	.	y
When	when	cs
the	the	at
Salt	salt	nn1
Water	water	nn1
Fly	fly	nn1_vv0
Rodders	rodder	nn2
of	of	io
America	america	np1
disbanded	disband	vvd
about	about	rg
1978	1978	mc
,	,	y
local	local	jj
flyfishers	flyfishers	nn2
had	have	vhd
no	no	at
real	real	jj
home	home	nn1_rl
.	.	y
Popovics	popovics	np1@_nn2_nn1
'	'	ge
reputation	reputation	nn1
was	be	vbdz
growing	grow	vvg_jj
,	,	y
and	and	cc
by	by	ii
1987	1987	mc
he	he	pphs1
was	be	vbdz
regularly	regularly	rr
receiving	receive	vvg_jj@
calls	call	nn2
from	from	ii
strangers	stranger	nn2
with	with	iw
technical	technical	jj
questions	question	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
nights	night	nnt2
for	for	if
informal	informal	jj
tying	tying	nn1
sessions	session	nnt2
.	.	y
"	"	y
From	from	ii
a	a	at1
handful	handful	nn1
of	of	io
guys	guy	nn2
,	,	y
we	we	ppis2
were	be	vbdr
getting	get	vvg
more	more	dar_rrr
than	than	csn
5O	5o	fo
people	people	nn
in	in	ii
the	the	at
house	house	nn1
.	.	y
There	there	ex
'd	have	vm
be	be	vbi
people	people	nn
tying	tie	vvg_nn1
,	,	y
standing	stand	vvg
in	in	ii
the	the	at
hallway	hallway	nn1
,	,	y
crowded	crowd	vvd_vvn@
in	in	ii
the	the	at
bathroom	bathroom	nn1
,	,	y
waiting	wait	vvg
on	on	ii
the	the	at
steps	step	nn2
for	for	if
a	a	at1
chance	chance	nn1
at	at	ii
the	the	at
vises	vise	nn2
.	.	y
I	i	ppis1
said	say	vvd
,	,	y
'	'	"@
ah	ah	uh
well	well	rr
,	,	y
we	we	ppis2
've	have	vh0
got	get	vvn
a	a	at1
problem	problem	nn1
.	.	y
I	i	ppis1
've	have	vh0
got	get	vvn
to	to	to
start	start	vvi
a	a	at1
club	club	nn1
.	.	y
"	"	y
The	the	at
Atlantic	atlantic	np1
Salt	salt	nn1
Water	water	nn1
Fly	fly	nn1_vv0
Rodders	rodders	np1_nn2
was	be	vbdz
burn	burn	nn1
in	in	ii
April	april	npm1
,	,	y
1992	1992	mc
.	.	y
At	at	ii
a	a	at1
recent	recent	jj
count	count	nn1
,	,	y
there	there	ex
were	be	vbdr
177	177	mc
members	member	nn2
.	.	y
An	a	at1
average	average	nn1
of	of	io
100	100	mc
members	member	nn2
attend	attend	vv0
summer	summer	nnt1
meetings	meeting	nn2
centered	center	vvd_vvn@
on	on	ii_rp@
tying	tie	vvg_nn1
and	and	cc
casting	cast	vvg_nn1
clinics	clinic	nn2
.	.	y
The	the	at
Shady	shady	jj
Rest	rest	nn1
is	be	vbz
festive	festive	jj
and	and	cc
busy	busy	jj_vv0@
at	at	ii
this	this	dd1
evening	evening	nnt1
hour	hour	nnt1
.	.	y
Non-angling	non-angling	jj_nn1
diners	diner	nn2
gaze	gaze	nn1
happily	happily	rr
at	at	ii
the	the	at
saltwater	saltwater	jjr_nn1
exotics	exotic	nn2_nn1
staring	stare	vvg
back	back	rp
at	at	ii
them	them	ppho2
behind	behind	ii
aquarium	aquarium	nn1
glass	glass	nn1
.	.	y
Others	other	npx
admire	admire	vv0
the	the	at
bonito	bonito	nn1
and	and	cc
sailfish	sailfish	nn1
carvings	carving	nn2
,	,	y
the	the	at
tarpon	tarpon	nn1
and	and	cc
snook	snook	vvd
dioramas	diorama	nn2
.	.	y
At	at	ii
the	the	at
bar	bar	nn1
,	,	y
big	big	jj
screen	screen	nn1
images	image	nn2
come	come	vv0_vvn@
from	from	ii
the	the	at
TV	tv	nn1
via	via	ii
projector	projector	nn1
.	.	y
Not	not	xx
just	just	rr_jj@
ball	ball	nn1_vv0%
games	game	nn2
:	:	y
At	at	ii
Christmas	christmas	nnt1
,	,	y
there	there	ex
's	be	vbz
a	a	at1
sing-along	sing-along	nn1_jj@
tape	tape	nn1
and	and	cc
jigs	jig	nn2
and	and	cc
reels	reel	vvz_nn2
on	on	ii
St.	st	np1
Patrick	patrick	np1
's	's	ge
Day	day	nnt1
.	.	y
In	in	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
good	good	jj
time	time	nnt1
.	.	y
It	it	pph1
's	be	vbz
the	the	at
Popovics	popovics	nn1_nn2_np1
rich	rich	jj
talent	talent	nn1
for	for	if
attraction	attraction	nn1
,	,	y
just	just	rr
as	as	csa_ii
the	the	at
man	man	nn1
's	's	ge
fascinating	fascinating	jj
fly	fly	nn1_jj@
creations	creation	nn2
continue	continue	vv0
drawing	draw	vvg_nn1
enthusiasts	enthusiast	nn2
from	from	ii
across	across	ii_rl@
the	the	at
United	united	np1
States	state	np1
--	--	x
including	including	ii_vvg@
,	,	y
not	not	xx
insignificantly	insignificantly	rr
,	,	y
the	the	at
fish	fish	nn
.	.	y
<p>	<p>	y
##2000756		
LATE	late	rr_jj
SPRING	spring	vv0@_nn1
It	it	pph1
's	be	vbz
bad	bad	jj_rr%
enough	enough	rr
when	when	cs_rrq
Mother	mother	nnb
Nature	nature	np1
tosses	toss	vvz
occasional	occasional	jj
bad	bad	jj
weather	weather	nn1
our	our	appge
way	way	nn1
,	,	y
but	but	ccb
sometimes	sometimes	rt
she	she	pphs1
refuses	refuse	vvz
to	to	to_ii
hand	hand	vvi
us	us	ppio2
spring	spring	nn1_vv0@
at	at	rr21
all	all	rr22
.	.	y
And	and	cc
because	because	cs
seasons	season	nnt2
are	be	vbr
set	set	vvn_jj@
months	month	nnt2
in	in	ii
advance	advance	nn1
,	,	y
turkey	turkey	nn1
hunters	hunter	nn2
regularly	regularly	rr
must	must	vm
cope	cope	vvi
with	with	iw
"	"	y
late-spring	late-spring	jj
"	"	y
hunting	hunting	nn1
conditions	condition	nn2
.	.	y
In	in	ii
such	such	da
conditions	condition	nn2
,	,	y
a	a	at1
lack	lack	nn1
of	of	io
foliage	foliage	nn1
can	can	vm
be	be	vbi
a	a	at1
major	major	jj
problem	problem	nn1
because	because	cs
turkeys	turkey	nn2
can	can	vm
often	often	rr
see	see	vvi
for	for	if
hundreds	hundred	m
of	of	io
yards	yard	nn2
through	through	ii
open	open	jj
timber	timber	nn1
.	.	y
Stealth	stealth	nn1
and	and	cc
planning	planning	nn1_vvg
become	become	vv0
vital	vital	jj
when	when	cs
approaching	approach	vvg_jj@
birds	bird	nn2
.	.	y
Use	use	vv0_nn1
breaks	break	nn2_vvz
in	in	ii
the	the	at
terrain	terrain	nn1
to	to	to
hide	hide	vvi
your	your	appge
movement	movement	nn1
,	,	y
and	and	cc
be	be	vbi
sure	sure	jj
to	to	to
set	set	vvi
up	up	rp
farther	far	rrr
away	away	ii21_rl
from	from	ii22_ii
a	a	at1
gobbling	gobbling	jj@_nn1@
bird	bird	nn1
than	than	csn
you	you	ppy
would	would	vm
normally	normally	rr
do	do	vdi
