##4001150		
ABSTRACT	abstract	jj_nn1@_vv0@
<	&lt;	fo
.01	.01	mc
.	.	y
Scheffe	scheffe	nn1_np1@
tests	test	nn2
showed	show	vvd
that	that	cst
the	the	at
cognitive	cognitive	jj
and	and	cc
behavioral	behavioral	jj_nn1
groups	group	nn2
both	both	rr_db2
differed	differ	vvn_vvd
significantly	significantly	rr
(	(	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
behavioral	behavioral	jj_nn1
groups	group	nn2
did	do	vdd
not	not	xx
differ	differ	vvi
(	(	y
Table	table	nn1
1	1	mc1
)	)	y
.	.	y
<p>	<p>	y
A	a	at1_zz1
multivariate	multivariate	jj
analysis	analysis	nn1
of	of	io
variance	variance	nn1
(	(	y
MANOVA	manova	np1
)	)	y
using	use	vvg
Wilks	wilks	np1
's	's	ge
lambda	lambda	nn1
criterion	criteria	nn1
determined	determine	vvn_vvd@
that	that	cst_dd1
MAACL	maacl	vv0_nn1_np1
subscale	subscale	nn1
scores	score	nn2
did	do	vdd
not	not	xx
differ	differ	vvi
by	by	ii
gender	gender	nn1
,	,	y
F(3,52)	f(3,52)	fo
=	=	fo
2.27	2.27	mc
,	,	y
ns	ns	fo
,	,	y
or	or	cc
in	in	ii
the	the	at
interaction	interaction	nn1
between	between	ii
gender	gender	nn1
and	and	cc
group	group	nn1
,	,	y
F(6,104)	f(6,104)	fo
=	=	fo
1.03	1.03	mc
,	,	y
ns	ns	fo
.	.	y
However	however	rr
,	,	y
MAACL	maacl	np1_vv0_nn1
subscale	subscale	nn1
scores	score	nn2
did	do	vdd
differ	differ	vvi
across	across	ii
groups	group	nn2
,	,	y
F(6,104)	f(6,104)	fo
=	=	fo
2.35	2.35	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
.	.	y
<p>	<p>	y
Univariate	univariate	vv0_np1@_nn1
ANOVAs	anova	nn2_np2
showed	show	vvd
that	that	cst
the	the	at
MAACL	maacl	nn1_np1
Anxiety	anxiety	nn1
,	,	y
F(2,54)	f(2,54)	fo
=	=	fo
3.41	3.41	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
,	,	y
and	and	cc
Hostility	hostility	nn1
,	,	y
F(2,54)	f(2,54)	fo
=	=	fo
5.05	5.05	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
,	,	y
subscales	subscale	nn2
differed	differ	vvn_vvd
across	across	ii
groups	group	nn2
,	,	y
although	although	cs
the	the	at
MAACL	maacl	nn1_np1
Depression	depression	nn1
subscale	subscale	nn1
did	do	vdd
not	not	xx
,	,	y
F(2,54)	f(2,54)	fo
=	=	fo
2.03	2.03	mc
,	,	y
ns	ns	fo
.	.	y
Planned	planned	jj@_vvn
comparisons	comparison	nn2
showed	show	vvd
that	that	cst
the	the	at
behavioral	behavioral	jj
and	and	cc
cognitive	cognitive	jj
inductions	induction	nn2
did	do	vdd
not	not	xx
differ	differ	vvi
from	from	ii
one	one	ppx121
another	another	ppx122
on	on	ii
the	the	at
MAACL	maacl	nn1_np1
Depression	depression	nn1
(	(	y
t	t	zz1
=	=	fo
0.46	0.46	mc
,	,	y
ns	ns	fo
)	)	y
,	,	y
Anxiety	anxiety	nn1
(	(	y
t	t	zz1
=	=	fo
0.32	0.32	mc
,	,	y
ns	ns	fo
)	)	y
,	,	y
or	or	cc
Hostility	hostility	nn1
(	(	y
t	t	zz1
=	=	fo
1.85	1.85	mc
,	,	y
ns	ns	fo
)	)	y
subscales	subscale	nn2
.	.	y
However	however	rr
,	,	y
the	the	at
combined	combined	jj
behavioral	behavioral	jj
and	and	cc
cognitive	cognitive	jj
inductions	induction	nn2
differed	differ	vvn_vvd
from	from	ii
the	the	at
control	control	nn1
condition	condition	nn1
on	on	ii
the	the	at
Anxiety	anxiety	nn1
(	(	y
t	t	zz1
=	=	fo
-2.44	-2.44	mc
,	,	y
p	xx_p	zz1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
)	)	y
subscales	subscale	nn2
,	,	y
and	and	cc
almost	almost	rr
differed	differ	vvn_vvd
significantly	significantly	rr
on	on	ii
the	the	at
Depression	depression	nn1
subscale	subscale	nn1
(	(	y
t	t	zz1
=	=	fo
-1.81	-1.81	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.10	.10	mc
)	)	y
.	.	y
Table	table	nn1_vv0%
1	1	mc1
contains	contain	vvz
the	the	at
group	group	nn1
means	mean	vvz_nn
on	on	ii
the	the	at
MAACL	maacl	nn1_np1
subscale	subscale	nn1
scores	score	nn2
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
This	this	dd1
study	study	nn1
compared	compare	vvd_vvn
the	the	at
effects	effect	nn2
of	of	io
a	a	at1
cognitive	cognitive	jj
and	and	cc
a	a	at1
behavioral	behavioral	jj_nn1
depressive	depressive	nn1
mood	mood	nn1
induction	induction	nn1
.	.	y
The	the	at
two	two	mc
procedures	procedure	nn2
did	do	vdd
not	not	xx
differ	differ	vvi
in	in	ii
severity	severity	nn1
,	,	y
but	but	ccb
both	both	rr
produced	produce	vvn_vvd
significantly	significantly	rr
more	more	rgr
negative	negative	jj
mood	mood	nn1
than	than	csn
a	a	at1
control	control	nn1
condition	condition	nn1
.	.	y
<p>	<p>	y
Exposure	exposure	nn1
to	to	ii
a	a	at1
set	set	nn1
of	of	io
insoluble	insoluble	jj
problems	problem	nn2
produced	produce	vvd_vvn
a	a	at1
significant	significant	jj
increase	increase	nn1
in	in	ii
negative	negative	jj
affect	affect	nn1_vv0
consistent	consistent	jj
with	with	iw
Lewinsohn	lewinsohn	np1
's	's	ge
(	(	y
1974	1974	mc
)	)	y
behavioral	behavioral	jj_nn1
model	model	nn1
,	,	y
which	which	ddq
posits	posit	vvz
that	that	cst_dd1
low	low	jj
reinforcement	reinforcement	nn1
leads	lead	vvz
to	to	ii
depression	depression	nn1
,	,	y
and	and	cc
with	with	iw
previous	previous	jj
studies	study	nn2
(	(	y
Hiroto	hiroto	np1
&;	&;	x
Seligman	seligman	np1_nn1
,	,	y
1975	1975	mc
;	;	y
Trice	trice	np1
,	,	y
1982	1982	mc
,	,	y
1985	1985	mc
)	)	y
showing	show	vvg
that	that	dd1_cst
exposure	exposure	nn1
to	to	ii
insoluble	insoluble	jj
problems	problem	nn2
increases	increase	vvz
negative	negative	jj
affect	affect	nn1
.	.	y
<p>	<p>	y
The	the	at
cognitive	cognitive	jj
procedure	procedure	nn1
also	also	rr
induced	induce	vvn_vvd
negative	negative	jj
mood	mood	nn1
.	.	y
This	this	dd1
is	be	vbz
consistent	consistent	jj
with	with	iw
Beck	beck	np1
's	's	ge
(	(	y
1974	1974	mc
)	)	y
theory	theory	nn1
that	that	cst_dd1
depression	depression	nn1
is	be	vbz
caused	cause	vvn
by	by	ii
cognitive	cognitive	jj
factors	factor	nn2
,	,	y
such	such	ii21
as	as	ii22
automatic	automatic	jj
negative	negative	jj
thoughts	thought	nn2
and	and	cc
thinking	think	vvg_nn1
errors	error	nn2
.	.	y
Many	many	da2
studies	study	nn2
have	have	vh0
now	now	rt
shown	show	vvn
that	that	cst
Velten	velten	np1
's	's	ge
(	(	y
1968	1968	mc
)	)	y
procedure	procedure	nn1
induces	induce	vvz
depressed	depressed	jj
mood	mood	nn1
(	(	y
Larsen	larsen	np1
&;	&;	x
Sinnett	sinnett	np1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
's	's	ge
(	(	y
1989	1989	mc
)	)	y
finding	find	vvg_nn1
that	that	cst
a	a	at1
Velten-like	velten-like	jj
induction	induction	nn1
consisting	consist	vvg
solely	solely	rr
of	of	io
statements	statement	nn2
consistent	consistent	jj
with	with	iw
Beck	beck	np1
's	's	ge
cognitive	cognitive	jj
theory	theory	nn1
induces	induce	vvz
negative	negative	jj
affect	affect	nn1
.	.	y
<p>	<p>	y
Previous	previous	jj
research	research	nn1
addressed	address	vvd_vvn
how	how	rgq@_rrq
psychological	psychological	jj
variables	variable	nn2
moderate	moderate	vv0@
the	the	at
effects	effect	nn2
of	of	io
laboratory	laboratory	nn1
mood	mood	nn1
inductions	induction	nn2
.	.	y
For	for	rex21
example	example	rex22
,	,	y
responding	respond	vvg
to	to	ii
Velten-like	velten-like	jj
inductions	induction	nn2
of	of	io
depressed	depressed	jj
mood	mood	nn1
has	have	vhz
been	be	vbn
found	find	vvn
to	to	to
be	be	vbi
related	relate	vvn
to	to	ii
personality	personality	nn1
characteristics	characteristic	nn2
,	,	y
such	such	ii21
as	as	ii22
self-consciousness	self-consciousness	nn1
(	(	y
Scheier	scheier	np1
&;	&;	x
Carver	carver	np1_nn1
,	,	y
1977	1977	mc
)	)	y
and	and	cc
neuroticism	neuroticism	nn1
(	(	y
Hill	hill	np1_nn1
,	,	y
1985	1985	mc
)	)	y
and	and	cc
to	to	ii
cognitive	cognitive	jj
processes	process	nn2
such	such	ii21
as	as	ii22
frequent	frequent	jj
automatic	automatic	jj
negative	negative	jj
thoughts	thought	nn2
(	(	y
Blackburn	blackburn	np1
,	,	y
Cameron	cameron	np1
,	,	y
&;	&;	x
Deary	deary	nn1
,	,	y
1990	1990	mc
)	)	y
.	.	y
<p>	<p>	y
Because	because	cs
the	the	at
cognitive	cognitive	jj
and	and	cc
behavioral	behavioral	jj_nn1
inductions	induction	nn2
in	in	ii
this	this	dd1
study	study	nn1
were	be	vbdr
equally	equally	rr
powerful	powerful	jj
,	,	y
future	future	jj_nn1
studies	study	nn2
may	may	vm
use	use	vvi
both	both	db2_rr
these	these	dd2
procedures	procedure	nn2
in	in	ii
attempts	attempt	nn2
to	to	to
identify	identify	vvi
variables	variable	nn2
that	that	cst
predict	predict	vv0
different	different	jj
responses	response	nn2
to	to	ii
cognitive	cognitive	jj
and	and	cc
behavioral	behavioral	jj_nn1
therapy	therapy	nn1
.	.	y
In	in	ii
this	this	dd1
way	way	nn1
,	,	y
laboratory	laboratory	nn1
mood	mood	nn1
induction	induction	nn1
studies	study	nn2
may	may	vm
help	help	vvi
to	to	to
identify	identify	vvi
people	people	nn
who	who	pnqs
have	have	vh0
different	different	jj
susceptibilities	susceptibility	nn2
to	to	ii
cognitive	cognitive	jj
and	and	cc
behavioral	behavioral	jj_nn1
influences	influence	nn2
on	on	ii
depression	depression	nn1
and	and	cc
who	who	pnqs
may	may	vm
respond	respond	vvi
differently	differently	rr
to	to	ii
cognitive	cognitive	jj
and	and	cc
behavioral	behavioral	jj_nn1
treatments	treatment	nn2
of	of	io
depression	depression	nn1
.	.	y
<p>	<p>	y
TABLE	table	nn1
1	1	mc1
<p>	<p>	y
Mean	mean	jj_vv0
MAACL	maacl	nn1_np1_vv0
Total	total	nn1_jj
and	and	cc
Subscale	subscale	np1
Scores	score	nn2_vvz@
Across	across	ii
Induction	induction	nn1
Groups	group	nn2
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
<p>	<p>	y
##4001151		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
Ethical	ethical	jj
values	value	nn2
of	of	io
171	171	mc
college	college	nn1
students	student	nn2
at	at	ii
California	california	np1
State	state	nn1
University	university	nn1
,	,	y
Chico	chico	np1
,	,	y
were	be	vbdr
measured	measure	vvn
,	,	y
using	use	vvg
a	a	at1
subset	subset	nn1
of	of	io
the	the	at
Rokeach	rokeach	np1_nn1
(	(	y
1968,1971	1968,1971	mc
)	)	y
Value	value	nn1
Survey	survey	nn1
.	.	y
Non-parametric	non-parametric	jj
statistical	statistical	jj
analysis	analysis	nn1
,	,	y
four	four	mc
value	value	nn1
measures	measure	nn2
,	,	y
and	and	cc
four	four	mc
different	different	jj
consistent	consistent	jj
tests	test	nn2
of	of	io
significance	significance	nn1
and	and	cc
probability	probability	nn1
showed	show	vvd
,	,	y
surprisingly	surprisingly	rr
,	,	y
that	that	cst
the	the	at
younger	young	jjr
students	student	nn2
were	be	vbdr
more	more	rgr
ethical	ethical	jj
than	than	csn
the	the	at
older	old	jjr
students	student	nn2
.	.	y
College	college	nn1
students	student	nn2
under	under	rg
21	21	mc
scored	score	vvd_vvn
significantly	significantly	rr
higher	high	jjr_rrr@
ethically	ethically	rr
on	on	ii
three	three	mc
out	out	ii21
of	of	ii22
the	the	at
four	four	mc
measures	measure	nn2
.	.	y
Younger	young	jjr
college	college	nn1
students	student	nn2
valued	value	vvd_vvn
equality	equality	nn1
,	,	y
freedom	freedom	nn1
,	,	y
and	and	cc
honesty	honesty	nn1
more	more	rrr_dar
than	than	csn
their	their	appge
older	old	jjr
classmates	classmate	nn2
did	do	vdd
.	.	y
Surprisingly	surprisingly	rr
also	also	rr
,	,	y
the	the	at
younger	young	jjr
students	student	nn2
were	be	vbdr
significantly	significantly	rr
more	more	rgr
concerned	concerned	jj
with	with	iw
being	be	vbg
helpful	helpful	jj
and	and	cc
intellectual	intellectual	jj_nn1
and	and	cc
were	be	vbdr
less	less	rgr
involved	involved	jj
in	in	ii
pursuing	pursue	vvg
an	a	at1
exciting	exciting	jj
life	life	nn1
and	and	cc
in	in	ii
social	social	jj
recognition	recognition	nn1
than	than	csn
were	be	vbdr
the	the	at
older	old	jjr
students	student	nn2
.	.	y
<p>	<p>	y
AGE	age	nn1_vv0@
AND	and	cc
ETHICS	ethics	nn
are	be	vbr
generally	generally	rr
believed	believe	vvn_vvd
to	to	to
be	be	vbi
related	relate	vvn
(	(	y
Kohlberg	kohlberg	np1
,	,	y
1984	1984	mc
)	)	y
.	.	y
The	the	at
common	common	jj
understanding	understanding	nn1
that	that	cst
"	"	y
older	old	jjr
is	be	vbz
wiser	wise	jjr
"	"	y
means	mean	nn
that	that	cst
age	age	nn1
advances	advance	vvz
mental	mental	jj
,	,	y
emotional	emotional	jj
,	,	y
social	social	jj
,	,	y
and	and	cc
moral	moral	jj
maturity	maturity	nn1
(	(	y
Glenn	glenn	np1
,	,	y
1992	1992	mc
)	)	y
.	.	y
Several	several	da2
recent	recent	jj
studies	study	nn2
report	report	vv0@_nn1
relationships	relationship	nn2
between	between	ii
age	age	nn1
and	and	cc
ethics	ethics	nn
.	.	y
Serwinek	serwinek	np1@_vv0_nn1
(	(	y
1992	1992	mc
)	)	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
did	do	vdd
indeed	indeed	rr
explain	explain	vvi
variance	variance	nn1
in	in	ii
ethical	ethical	jj
viewpoints	viewpoint	nn2
..	..	y
Burnett	burnett	np1
and	and	cc
Karson	karson	np1
(	(	y
1987	1987	mc
)	)	y
,	,	y
Posner	posner	np1_nn1
and	and	cc
Schmidt	schmidt	np1
(	(	y
1984	1984	mc
)	)	y
and	and	cc
Arlow	arlow	np1_nn1
(	(	y
1991	1991	mc
)	)	y
found	find	vvd
that	that	cst_dd1
older	old	jjr
people	people	nn
become	become	vv0
more	more	dar_rgr
conservative	conservative	nn1_jj
in	in	ii
their	their	appge
ethical	ethical	jj
viewpoints	viewpoint	nn2
.	.	y
Younger	young	jjr
employees	employee	nn2
tend	tend	vv0
to	to	to
have	have	vhi
a	a	at1
more	more	rgr
liberal	liberal	jj
view	view	nn1
of	of	io
potentially	potentially	rr
unethical	unethical	jj
situations	situation	nn2
(	(	y
Grant	grant	np1
&;	&;	x
Broom	broom	nn1
,	,	y
1988	1988	mc
)	)	y
,	,	y
whereas	whereas	cs
older	old	jjr
workers	worker	nn2
tend	tend	vv0
to	to	to
have	have	vhi
somewhat	somewhat	rr
more	more	rgr
adamant	adamant	jj
opinions	opinion	nn2
about	about	ii
what	what	ddq
should	should	vm
be	be	vbi
considered	consider	vvn
acceptable	acceptable	jj
behavior	behavior	nn1
(	(	y
Brenner	brenner	np1_nn1
,	,	y
1988	1988	mc
)	)	y
.	.	y
<p>	<p>	y
Older	old	jjr
people	people	nn
have	have	vh0
had	have	vhn
more	more	dar
opportunity	opportunity	nn1
to	to	to
see	see	vvi
the	the	at
consequences	consequence	nn2
of	of	io
unethical	unethical	jj
behavior	behavior	nn1
(	(	y
Wood	wood	np1
,	,	y
Longenecker	longenecker	np1_nn1
,	,	y
McKinney	mckinney	np1
,	,	y
&;	&;	x
Moore	moore	np1
,	,	y
1988	1988	mc
)	)	y
and	and	cc
are	be	vbr
more	more	rgr
likely	likely	jj
to	to	to
realize	realize	vvi
from	from	ii
experience	experience	nn1
that	that	cst
the	the	at
unethical	unethical	jj
eventually	eventually	rr
suffer	suffer	vv0
the	the	at
consequences	consequence	nn2
of	of	io
their	their	appge
actions	action	nn2
(	(	y
Miesling	miesling	np1
&;	&;	x
Preble	preble	np1_nn1
,	,	y
1985	1985	mc
)	)	y
.	.	y
Also	also	rr
,	,	y
a	a	at1
longer	long	jjr
,	,	y
continuous	continuous	jj
exposure	exposure	nn1
to	to	ii
tradition	tradition	nn1
and	and	cc
custom	custom	nn1
appears	appear	vvz
to	to	to
be	be	vbi
a	a	at1
major	major	jj
explanation	explanation	nn1
of	of	io
why	why	rrq
a	a	at1
person	person	nn1
's	's	ge
age	age	nn1
is	be	vbz
a	a	at1
significant	significant	jj
predictor	predictor	nn1
of	of	io
ethical	ethical	jj
values	value	nn2
(	(	y
Mudrack	mudrack	np1_vv0_nn1
,	,	y
1989	1989	mc
)	)	y
.	.	y
In	in	rr21
short	short	rr22
,	,	y
age	age	nn1
has	have	vhz
been	be	vbn
the	the	at
most	most	rgt
influential	influential	jj
demographic	demographic	jj
predictor	predictor	nn1
of	of	io
ethical	ethical	jj
standards	standard	nn2
.	.	y
As	as	csa_ii@
age	age	nn1
increases	increase	nn2_vvz
,	,	y
subjects	subject	nn2
have	have	vh0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
compromising	compromising	jj@_vvg
interpretations	interpretation	nn2
of	of	io
what	what	ddq
is	be	vbz
to	to	to
be	be	vbi
judged	judge	vvn
ethical	ethical	jj
.	.	y
<p>	<p>	y
For	for	if
more	more	dar
than	than	csn
25	25	mc
years	year	nnt2
,	,	y
the	the	at
Rokeach	rokeach	nn1_np1
Value	value	nn1
Survey	survey	nn1
has	have	vhz
been	be	vbn
a	a	at1
commonly	commonly	rr
used	used	jj_vvn
research	research	nn1
instrument	instrument	nn1
to	to	to
measure	measure	vvi
human	human	jj_nn1
beliefs	belief	nn2
,	,	y
attitudes	attitude	nn2
,	,	y
and	and	cc
values	value	nn2
(	(	y
Rokeach	rokeach	np1_vv0_nn1
,	,	y
1968a	1968a	fo
,	,	y
1968b	1968b	fo
)	)	y
.	.	y
Personal	personal	jj
and	and	cc
organizational	organizational	jj
change	change	nn1
have	have	vh0
also	also	rr
frequently	frequently	rr
been	be	vbn
measured	measure	vvn
using	use	vvg
this	this	dd1
instrument	instrument	nn1
,	,	y
and	and	cc
human	human	jj_nn1
values	value	nn2
and	and	cc
value	value	nn1
systems	system	nn2
have	have	vh0
been	be	vbn
studied	study	vvn
for	for	if
more	more	dar
than	than	csn
20	20	mc
years	year	nnt2
using	use	vvg
this	this	dd1
methodology	methodology	nn1
(	(	y
Rokeach	rokeach	np1_vv0_nn1
,	,	y
1971	1971	mc
;	;	y
Sikula	sikula	np1
,	,	y
1972	1972	mc
)	)	y
.	.	y
Some	some	dd
early	early	jj
value	value	nn1
research	research	nn1
has	have	vhz
indirectly	indirectly	rr
used	use	vvn
the	the	at
Rokeach	rokeach	nn1_np1
Value	value	nn1
Survey	survey	nn1
to	to	to
measure	measure	vvi
religious	religious	jj
values	value	nn2
,	,	y
but	but	ccb
to	to	ii
the	the	at
best	best	jjt_rrt
of	of	io
our	our	appge
knowledge	knowledge	nn1
,	,	y
this	this	dd1
study	study	nn1
is	be	vbz
one	one	mc1
of	of	io
the	the	at
first	first	md
attempts	attempt	nn2_vvz@
to	to	to
define	define	vvi
ethical	ethical	jj
values	value	nn2
in	in	ii31
terms	terms	ii32
of	of	ii33
this	this	dd1
survey	survey	nn1
.	.	y
<p>	<p>	y
The	the	at
Rokeach	rokeach	nn1_np1
Value	value	nn1
Survey	survey	nn1
consists	consist	vvz
of	of	io
two	two	mc
parts	part	nn2
:	:	y
18	18	mc
terminal	terminal	jj
ends	end	nn2
and	and	cc
18	18	mc
instrumental	instrumental	jj
means	mean	nn
.	.	y
Each	each	dd1
set	set	nn1
of	of	io
18	18	mc
values	value	nn2
is	be	vbz
arranged	arrange	vvn
in	in	ii
alphabetical	alphabetical	jj
order	order	nn1
.	.	y
Respondents	respondent	nn2
are	be	vbr
asked	ask	vvn@
to	to	to
arrange	arrange	vvi
the	the	at
18	18	mc
values	value	nn2
in	in	ii
order	order	nn1
of	of	io
their	their	appge
importance	importance	nn1
as	as	csa_rg@
guiding	guiding	jj
principles	principle	nn2
of	of	io
life	life	nn1
from	from	ii
1	1	mc1
(	(	y
most	most	rgt
important	important	jj
)	)	y
to	to	ii
18	18	mc
(	(	y
least	least	rgt
important	important	jj
)	)	y
.	.	y
<p>	<p>	y
Our	our	appge
purposes	purpose	nn2
in	in	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
,	,	y
using	use	vvg
student	student	nn1
subjects	subject	nn2
,	,	y
to	to	to
determine	determine	vvi
whether	whether	csw
younger	young	jjr
(	(	y
21	21	mc
or	or	cc
under	under	rp@_ii
)	)	y
and	and	cc
older	old	jjr
(	(	y
22	22	mc
or	or	cc
over	over	rp
)	)	y
students	student	nn2
have	have	vh0
different	different	jj
ethical	ethical	jj
values	value	nn2
.	.	y
We	we	ppis2
defined	define	vvd
ethical	ethical	jj
values	value	nn2
in	in	ii31
terms	terms	ii32
of	of	ii33
the	the	at
Rokeach	rokeach	nn1_np1
Value	value	nn1
Survey	survey	nn1
as	as	ii_csa
a	a	at1
subset	subset	nn1
of	of	io
the	the	at
terminal	terminal	jj_nn1
ends	end	nn2
and	and	cc
the	the	at
instrumental	instrumental	jj
means	mean	nn
.	.	y
Two	two	mc
terminal	terminal	jj
ends	end	nn2
and	and	cc
two	two	mc
instrumental	instrumental	jj
means	mean	nn
constitute	constitute	vv0
ethical	ethical	jj
values	value	nn2
.	.	y
Thus	thus	rr
,	,	y
the	the	at
ethical	ethical	jj
values	value	nn2
are	be	vbr
equality	equality	nn1
,	,	y
freedom	freedom	nn1
,	,	y
honesty	honesty	nn1
,	,	y
and	and	cc
responsibility	responsibility	nn1
.	.	y
Method	method	nn1
<p>	<p>	y
Subjects	subject	nn2
<p>	<p>	y
Subjects	subject	nn2
were	be	vbdr
171	171	mc
students	student	nn2
in	in	ii
three	three	mc
different	different	jj
sections	section	nn2
of	of	io
the	the	at
introductory	introductory	jj
,	,	y
junior	junior	jj_nn1@
,	,	y
and	and	cc
senior	senior	jj
level	level	jj_nn1
Management	management	nn1
and	and	cc
Organization	organization	nn1
course	course	nn1
,	,	y
all	all	rr@_db
