##4001166		
ABSTRACT	abstract	jj_nn1@_vv0@
reduce	reduce	vv0
discrimination	discrimination	nn1
based	base	vvn
on	on	ii
race	race	nn1
or	or	cc
national	national	jj
origin	origin	nn1
.	.	y
<p>	<p>	y
On	on	ii
a	a	at1
3-point	3-point	jj
Likert-type	likert-type	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
get	get	vv0
better	better	rrr_jjr
(	(	y
3	3	mc
)	)	y
to	to	to
get	get	vvi
worse	bad	jjr_rrr@
(	(	y
1	1	mc1
)	)	y
,	,	y
the	the	at
respondents	respondent	nn2
were	be	vbdr
asked	ask	vvn@
to	to	to
react	react	vvi
to	to	ii
the	the	at
impact	impact	nn1
of	of	io
unionization	unionization	nn1
at	at	ii
the	the	at
workplace	workplace	nn1
on	on	ii
the	the	at
following	following	jj
10	10	mc
items	item	nn2
:	:	y
(	(	y
a	a	zz1
)	)	y
the	the	at
pay	pay	nn1_vv0
you	you	ppy
receive	receive	vv0
,	,	y
(	(	y
b	b	zz1
)	)	y
your	your	appge
job	job	nn1
security	security	nn1
,	,	y
(	(	y
c	c	zz1
)	)	y
the	the	at
recognition	recognition	nn1
you	you	ppy
receive	receive	vv0
for	for	if
the	the	at
work	work	nn1_vv0
you	you	ppy
do	do	vd0
,	,	y
(	(	y
d	d	zz1
)	)	y
your	your	appge
fringe	fringe	nn1
benefits	benefit	nn2
(	(	y
e.g.	eg	rex
,	,	y
medical	medical	jj
benefits	benefit	nn2
,	,	y
leave	leave	vv0_nn1
)	)	y
,	,	y
(	(	y
e	e	zz1
)	)	y
your	your	appge
chances	chance	nn2
of	of	io
job	job	nn1
advancement	advancement	nn1
,	,	y
(	(	y
f	f	zz1
)	)	y
your	your	appge
opportunity	opportunity	nn1
to	to	to
participate	participate	vvi
in	in	ii_rp@
decisions	decision	nn2
that	that	cst
affect	affect	vv0
your	your	appge
job	job	nn1
,	,	y
(	(	y
g	g	zz1
)	)	y
health	health	nn1
and	and	cc
safety	safety	nn1
problems	problem	nn2
,	,	y
(	(	y
h	h	zz1
)	)	y
treatment	treatment	nn1
by	by	ii
supervisors	supervisor	nn2
,	,	y
(	(	y
i	i	zz1
)	)	y
discrimination	discrimination	nn1
against	against	ii
women	woman	nn2
by	by	ii
employers	employer	nn2
,	,	y
and	and	cc
(	(	y
j	xx_j	zz1
)	)	y
discrimination	discrimination	nn1
based	base	vvn
on	on	ii
race	race	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
union	union	nn1
effects	effect	nn2
at	at	ii
respondents	respondent	nn2
'	'	ge
current	current	jj
jobs	job	nn2
,	,	y
and	and	cc
the	the	at
general	general	jj_nn1
beliefs	belief	nn2
measures	measure	nn2
refer	refer	vv0
to	to	ii
generalizations	generalization	nn2
.	.	y
The	the	at
specific	specific	jj
beliefs	belief	nn2
measures	measure	nn2
of	of	io
this	this	dd1
study	study	nn1
are	be	vbr
consistent	consistent	jj
with	with	iw
those	those	dd2
used	use	vvn
by	by	ii
Deshpande	deshpande	np1_nn1
and	and	cc
Fiorito	fiorito	np1_nn1
(	(	y
1989	1989	mc
)	)	y
.	.	y
<p>	<p>	y
The	the	at
respondents	respondent	nn2
were	be	vbdr
asked	ask	vvn@
to	to	to
indicate	indicate	vvi
the	the	at
perceptions	perception	nn2
of	of	io
co-workers	co-worker	nn2
,	,	y
relatives	relative	nn2
,	,	y
and	and	cc
close	close	jj
friends	friend	nn2
about	about	ii
unions	union	nn2
.	.	y
These	these	dd2
perceptions	perception	nn2
were	be	vbdr
measured	measure	vvn
by	by	ii
three	three	mc
items	item	nn2
on	on	ii
a	a	at1
3-point	3-point	jj
Likert-type	likert-type	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
yes	yes	uh
(	(	y
1	1	mc1
)	)	y
,	,	y
to	to	ii
uncertain	uncertain	jj
(	(	y
2	2	mc
)	)	y
,	,	y
to	to	ii
no	no	at
(	(	y
3	3	mc
)	)	y
:	:	y
(	(	y
a	a	zz1
)	)	y
Do	do	vd0
you	you	ppy
think	think	vvi
your	your	appge
co-workers	co-worker	nn2
would	would	vm
favor	favor	vvi
a	a	at1
union	union	nn1
(	(	y
reverse	reverse	vv0_jj_nn1
coded	coded	jj_vvn
)	)	y
?	?	y
(	(	y
b	b	zz1
)	)	y
Do	do	vd0
you	you	ppy
think	think	vvi
your	your	appge
relatives	relative	nn2
would	would	vm
oppose	oppose	vvi
your	your	appge
joining	join	vvg
a	a	at1
union	union	nn1
?	?	y
(	(	y
c	c	zz1
)	)	y
Do	do	vd0
you	you	ppy
think	think	vvi
your	your	appge
close	close	jj
friends	friend	nn2
would	would	vm
oppose	oppose	vvi
your	your	appge
joining	join	vvg
a	a	at1
union	union	nn1
?	?	y
<p>	<p>	y
A	a	at1_zz1
4-point	4-point	jj
Likert-type	likert-type	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
very	very	rg
satisfied	satisfied	jj
(	(	y
4	4	mc
)	)	y
to	to	ii
not	not	xx
at	at	rr21
all	all	rr22
satisfied	satisfied	jj_vvn@
(	(	y
1	1	mc1
)	)	y
was	be	vbdz
used	used	jj
to	to	ii
measure	measure	nn1
overall	overall	nn1_jj
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
and	and	cc
a	a	at1
similar	similar	jj
4-point	4-point	jj_nn1
Liken-type	liken-type	jj_nn1
scale	scale	nn1
was	be	vbdz
used	used	jj
to	to	ii
measure	measure	nn1
satisfaction	satisfaction	nn1
with	with	iw
the	the	at
association	association	nn1
.	.	y
For	for	if
demographic	demographic	jj
variables	variable	nn2
,	,	y
the	the	at
respondents	respondent	nn2
were	be	vbdr
asked	ask	vvn@
to	to	to
indicate	indicate	vvi
their	their	appge
age	age	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
choices	choice	nn2
was	be	vbdz
used	used	jj
to	to	ii
measure	measure	nn1
race	race	nn1
.	.	y
The	the	at
responses	response	nn2
were	be	vbdr
later	later	rrr
compressed	compress	vvn_vvd
into	into	ii
Whites	white	npx
(	(	y
1	1	mc1
)	)	y
and	and	cc
non-Whites	non-white	nn2
(	(	y
2	2	mc
)	)	y
.	.	y
The	the	at
respondents	respondent	nn2
were	be	vbdr
also	also	rr
requested	request	vvn
to	to	to
report	report	vvi
their	their	appge
sex	sex	nn1
(	(	y
1=	1=	fo
male	male	nn1_jj
,	,	y
0	0	mc
=	=	fo
female	female	nn1_jj
)	)	y
.	.	y
<p>	<p>	y
I	i	ppis1
conducted	conduct	vvd
a	a	at1
regression	regression	nn1
analysis	analysis	nn1
to	to	to
examine	examine	vvi
the	the	at
significance	significance	nn1
of	of	io
the	the	at
variables	variable	nn2
.	.	y
Because	because	cs
the	the	at
dependent	dependent	jj
variable	variable	nn1
was	be	vbdz
dichotomous	dichotomous	jj
,	,	y
I	i	ppis1
used	use	vvd
a	a	at1
probit	probit	nn1
procedure	procedure	nn1
instead	instead	ii21
of	of	ii22
the	the	at
more	more	rgr
conventional	conventional	jj
ordinary	ordinary	nn1%_jj
least	least	dat_rrt
squares	square	nn2_vvz@
regression	regression	nn1
procedure	procedure	nn1
.	.	y
Results	result	nn2
<p>	<p>	y
The	the	at
correlation	correlation	nn1
results	result	nn2
show	show	vv0
that	that	cst
votes	vote	nn2
for	for	if
unionization	unionization	nn1
were	be	vbdr
affected	affect	vvn
by	by	ii
general	general	jj_nn1
beliefs	belief	nn2
,	,	y
specific	specific	jj
beliefs	belief	nn2
,	,	y
normative	normative	jj
pressures	pressure	nn2
,	,	y
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
and	and	cc
association	association	nn1
satisfaction	satisfaction	nn1
(	(	y
see	see	vv0
Table	table	nn1
1	1	mc1
)	)	y
.	.	y
But	but	ccb
it	it	pph1
would	would	vm
be	be	vbi
premature	premature	jj
to	to	to
draw	draw	vvi
conclusions	conclusion	nn2
from	from	ii
these	these	dd2
results	result	nn2
,	,	y
because	because	cs
there	there	ex
were	be	vbdr
intercorrelations	intercorrelation	nn2
among	among	ii
the	the	at
predictors	predictor	nn2
.	.	y
<p>	<p>	y
Results	result	nn2
of	of	io
the	the	at
probit	probit	nn1
procedure	procedure	nn1
show	show	vv0_nn1
that	that	cst_dd1
general	general	jj_nn1
beliefs	belief	nn2
,	,	y
specific	specific	jj
beliefs	belief	nn2
,	,	y
normative	normative	jj
pressures	pressure	nn2
,	,	y
and	and	cc
satisfaction	satisfaction	nn1
with	with	iw
association	association	nn1
had	have	vhd
a	a	at1
significant	significant	jj
influence	influence	nn1
on	on	ii
votes	vote	nn2
for	for	if
unionization	unionization	nn1
(	(	y
see	see	vv0
Table	table	nn1
2	2	mc
)	)	y
.	.	y
Age	age	nn1_vv0@
,	,	y
sex	sex	nn1
,	,	y
race	race	nn1_vv0@
,	,	y
and	and	cc
job	job	nn1
satisfaction	satisfaction	nn1
did	do	vdd
not	not	xx
significantly	significantly	rr
affect	affect	vvi
unionization	unionization	nn1
votes	vote	nn2
.	.	y
Discussion	discussion	nn1
and	and	cc
Implications	implication	nn2
<p>	<p>	y
The	the	at
results	result	nn2
of	of	io
this	this	dd1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
unions	union	nn2
play	play	vv0
an	a	at1
important	important	jj
role	role	nn1
in	in	ii
votes	vote	nn2
for	for	if
unionization	unionization	nn1
,	,	y
the	the	at
impact	impact	nn1
of	of	io
a	a	at1
union	union	nn1
at	at	ii
the	the	at
workplace	workplace	nn1
(	(	y
specific	specific	jj
beliefs	belief	nn2
)	)	y
may	may	vm
be	be	vbi
a	a	at1
more	more	rgr
significant	significant	jj
determinant	determinant	nn1
of	of	io
votes	vote	nn2
for	for	if
unionization	unionization	nn1
.	.	y
This	this	dd1
finding	finding	nn1
provides	provide	vvz
support	support	nn1
for	for	if
Gagala	gagala	np1
's	's	ge
(	(	y
1983	1983	mc
)	)	y
contention	contention	nn1
that	that	cst_dd1
union	union	nn1
organizers	organizer	nn2
need	need	vv0
to	to	to
put	put	vvi
more	more	dar
emphasis	emphasis	nn1
on	on	ii
the	the	at
employee	employee	nn1
's	's	ge
own	own	da
workplace	workplace	nn1
than	than	csn
on	on	ii
general	general	jj_nn1
contributions	contribution	nn2
of	of	io
unions	union	nn2
to	to	ii
society	society	nn1
and	and	cc
to	to	ii
the	the	at
work	work	nn1
force	force	nn1
.	.	y
This	this	dd1
can	can	vm
be	be	vbi
done	do	vdn
by	by	ii
providing	provide	vvg
potential	potential	jj_nn1
members	member	nn2
with	with	iw
information	information	nn1
on	on	ii
labor	labor	nn1
contracts	contract	nn2_vvz@
at	at	ii
comparable	comparable	jj
workplaces	workplace	nn2
and	and	cc
on	on	ii
the	the	at
significant	significant	jj
impacts	impact	nn2
that	that	cst
have	have	vh0
been	be	vbn
made	make	vvn
.	.	y
Union	union	np1_nn1
organizers	organizer	nn2
should	should	vm
also	also	rr
emphasize	emphasize	vvi
policies	policy	nn2
,	,	y
practices	practice	nn2
,	,	y
and	and	cc
unique	unique	jj
characteristics	characteristic	nn2
of	of	io
their	their	appge
union	union	nn1
when	when	cs
trying	try	vvg
to	to	to
organize	organize	vvi
employees	employee	nn2
.	.	y
<p>	<p>	y
Unionization	unionization	nn1_np1@
votes	vote	nn2
among	among	ii
association	association	nn1
members	member	nn2
are	be	vbr
also	also	rr
influenced	influence	vvn
by	by	ii
the	the	at
perceptions	perception	nn2
of	of	io
co-workers	co-worker	nn2
,	,	y
close	close	jj
friends	friend	nn2
,	,	y
and	and	cc
family	family	nn1
members	member	nn2
.	.	y
In	in	ii
fact	fact	nn1
,	,	y
during	during	ii
an	a	at1
election	election	nn1
campaign	campaign	nn1
,	,	y
consultants	consultant	nn2
often	often	rr
advise	advise	vv0
employers	employer	nn2
to	to	to
address	address	vvi
their	their	appge
letters	letter	nn2
to	to	ii
the	the	at
employees	employee	nn2
and	and	cc
their	their	appge
spouses	spouse	nn2
(	(	y
Gagala	gagala	np1
,	,	y
1983	1983	mc
)	)	y
.	.	y
A	a	at1
spouse	spouse	nn1
is	be	vbz
typically	typically	rr
interested	interested	jj
in	in	ii
activities	activity	nn2
concerning	concerning	ii_vvg
work	work	nn1
(	(	y
especially	especially	rr
union	union	nn1
activity	activity	nn1
)	)	y
and	and	cc
can	can	vm
influence	influence	vvi
the	the	at
employee	employee	nn1
's	's	ge
final	final	jj
decision	decision	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
<p>	<p>	y
Job	job	nn1
satisfaction	satisfaction	nn1
did	do	vdd
not	not	xx
influence	influence	vvi
unionization	unionization	nn1
decisions	decision	nn2
of	of	io
association	association	nn1
members	member	nn2
.	.	y
It	it	pph1
is	be	vbz
possible	possible	jj
that	that	cst_dd1
job	job	nn1
dissatisfaction	dissatisfaction	nn1
was	be	vbdz
a	a	at1
reason	reason	nn1
to	to	to
join	join	vvi
the	the	at
association	association	nn1
but	but	ccb
not	not	xx
a	a	at1
factor	factor	nn1
in	in	ii
the	the	at
transition	transition	nn1
from	from	ii
an	a	at1
association	association	nn1
to	to	ii
a	a	at1
union	union	nn1
.	.	y
This	this	dd1
theory	theory	nn1
is	be	vbz
consistent	consistent	jj
with	with	iw
findings	finding	nn2
of	of	io
previous	previous	jj
research	research	nn1
,	,	y
which	which	ddq
suggest	suggest	vv0
that	that	cst
unions	union	nn2
may	may	vm
not	not	xx
be	be	vbi
the	the	at
only	only	jj
means	mean	nn
chosen	choose	vvn
by	by	ii
employees	employee	nn2
to	to	to
redress	redress	vvi
dissatisfaction	dissatisfaction	nn1
(	(	y
DeCotiis	decotiis	np1
&;	&;	x
LeLouarn	lelouarn	np1_nn1
,	,	y
1981	1981	mc
)	)	y
.	.	y
Thus	thus	rr
,	,	y
labor	labor	nn1_vv0@
educators	educator	nn2
and	and	cc
researchers	researcher	nn2
should	should	vm
examine	examine	vvi
the	the	at
factors	factor	nn2
that	that	cst
influence	influence	vv0
the	the	at
decision	decision	nn1
to	to	to
join	join	vvi
an	a	at1
association	association	nn1
as	as	ii31
opposed	opposed	ii32
to	to	ii33
joining	join	vvg
a	a	at1
union	union	nn1
.	.	y
<p>	<p>	y
There	there	ex
was	be	vbdz
a	a	at1
lack	lack	nn1
of	of	io
support	support	nn1
for	for	if
the	the	at
proposition	proposition	nn1
that	that	cst_dd1
association	association	nn1
satisfaction	satisfaction	nn1
will	will	vm
have	have	vhi
a	a	at1
positive	positive	jj
impact	impact	nn1
on	on	ii
employees	employee	nn2
'	'	ge
unionization	unionization	nn1
votes	vote	nn2
.	.	y
One	one	pn1
could	could	vm
argue	argue	vvi
that	that	dd1_cst
dissatisfaction	dissatisfaction	nn1
with	with	iw
association	association	nn1
membership	membership	nn1
(	(	y
perhaps	perhaps	rr
related	relate	vvn_vvd
to	to	ii
the	the	at
association	association	nn1
's	's	ge
ability	ability	nn1
to	to	to
influence	influence	vvi
overall	overall	jj_nn1
employment	employment	nn1
conditions	condition	nn2
for	for	if
the	the	at
occupation	occupation	nn1
or	or	cc
for	for	if
an	a	at1
employer	employer	nn1
)	)	y
could	could	vm
lead	lead	vvi
to	to	ii
the	the	at
choice	choice	nn1
of	of	io
a	a	at1
representative	representative	nn1_jj
that	that	rex21
is	is	rex22
,	,	y
potentially	potentially	rr
,	,	y
more	more	rgr_dar
militant	militant	jj_nn1
.	.	y
Anonymous	anonymous	jj
notes	note	nn2
sent	send	vvn
by	by	ii
respondents	respondent	nn2
with	with	iw
their	their	appge
completed	completed	jj@
surveys	survey	nn2
supported	support	vvd_vvn
this	this	dd1
contention	contention	nn1
.	.	y
A	a	at1_zz1
major	major	jj
concern	concern	nn1
of	of	io
the	the	at
employees	employee	nn2
was	be	vbdz
that	that	cst
the	the	at
association	association	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
by	by	ii
any	any	dd
undesirable	undesirable	jj
actions	action	nn2
of	of	io
the	the	at
university	university	nn1
,	,	y
nor	nor	cc
could	could	vm
it	it	pph1
influence	influence	vvi
the	the	at
university	university	nn1
's	's	ge
compensation	compensation	nn1
policies	policy	nn2
.	.	y
These	these	dd2
comments	comment	nn2
imply	imply	vv0
that	that	cst
the	the	at
desire	desire	nn1
for	for	if
unionization	unionization	nn1
could	could	vm
be	be	vbi
driven	drive	vvn
by	by	ii
factors	factor	nn2
beyond	beyond	ii
the	the	at
jurisdiction	jurisdiction	nn1
of	of	io
an	a	at1
employee	employee	nn1
association	association	nn1
.	.	y
<p>	<p>	y
The	the	at
results	result	nn2
of	of	io
this	this	dd1
study	study	nn1
show	show	vv0_nn1
the	the	at
value	value	nn1
of	of	io
using	use	vvg
micro-data	micro-data	nn
rather	rather	ii21
than	than	ii22
union	union	nn1
organization-level	organization-level	nn1_jj
data	data	nn
to	to	to
address	address	vvi
the	the	at
association-to-union	association-to-union	jj_nn1
transition	transition	nn1
.	.	y
Associations	association	nn2
in	in	ii
the	the	at
public	public	jj_nn1
sector	sector	nn1
are	be	vbr
workplace	workplace	nn1
specific	specific	jj_nn1%
,	,	y
with	with	iw
current	current	jj
employees	employee	nn2
as	as	csa_ii@
members	member	nn2
;	;	y
associations	association	nn2
in	in	ii
the	the	at
private	private	jj_nn1@
.	.	y
sector	sector	nn1
may	may	vm
not	not	xx
be	be	vbi
workplace	workplace	nn1
specific	specific	jj_nn1%
or	or	cc
may	may	vm
not	not	xx
even	even	rr
include	include	vvi
working	work	vvg_jj@
members	member	nn2
.	.	y
Thus	thus	rr
,	,	y
associations	association	nn2
in	in	ii
the	the	at
private	private	jj
sector	sector	nn1
are	be	vbr
quite	quite	rg
unlikely	unlikely	jj
to	to	to
be	be	vbi
called	call	vvn
on	on	rp
to	to	to
be	be	vbi
bargaining	bargain	vvg
agents	agent	nn2
(	(	y
Ichniowski	ichniowski	np1
&;	&;	x
Zax	zax	np1_nn1
,	,	y
1990	1990	mc
)	)	y
.	.	y
Moreover	moreover	rr
,	,	y
the	the	at
sample	sample	nn1
in	in	ii
this	this	dd1
study	study	nn1
consisted	consist	vvn_vvd
of	of	io
employee	employee	nn1
association	association	nn1
members	member	nn2
at	at	ii
a	a	at1
single	single	jj_nn1@
,	,	y
public	public	jj_nn1
university	university	nn1
.	.	y
The	the	at
work	work	nn1
environment	environment	nn1
of	of	io
a	a	at1
public	public	jj_nn1
university	university	nn1
is	be	vbz
different	different	jj
from	from	ii
the	the	at
work	work	nn1
environment	environment	nn1
at	at	ii
a	a	at1
private-sector	private-sector	jj
organization	organization	nn1
and	and	cc
from	from	ii
other	other	jj
public-sector	public-sector	jj
organizations	organization	nn2
.	.	y
Despite	despite	ii
these	these	dd2
limitations	limitation	nn2
,	,	y
this	this	dd1
study	study	nn1
has	have	vhz
some	some	dd
important	important	jj
implications	implication	nn2
for	for	if
labor	labor	nn1
educators	educator	nn2
,	,	y
researchers	researcher	nn2
,	,	y
and	and	cc
union	union	nn1
organizers	organizer	nn2
.	.	y
TABLE	table	nn1
1	1	mc1
Means	mean	nn_vvz
,	,	y
Standard	standard	jj_nn1
Deviations	deviation	nn2
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
<p>	<p>	y
Note	note	vv0_nn1
.	.	y
N	xx_n	zz1
=	=	fo
133	133	mc
.	.	y
Coefficient	coefficient	nn1
alphas	alpha	nn2
are	be	vbr
shown	show	vvn
on	on	ii
the	the	at
diagonal	diagonal	jj
in	in	ii
parentheses	parenthesis	nn2
.	.	y
TABLE	table	nn1
2	2	mc
Results	result	nn2
of	of	io
Probit	probit	np1_nn1
Analysis	analysis	nn1
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
Note	note	vv0_nn1
.	.	y
N	xx_n	zz1
=	=	fo
133	133	mc
.	.	y
<p>	<p>	y
*	*	fu
p	xx_p	nnu@_nn1@
<	&lt;	fo
.10.	.10.	mc
**p	**p	fo
<	&lt;	fo
.05.	.05.	mc
***p	***p	fo
<	&lt;	fo
.01	.01	mc
.	.	y
<p>	<p>	y
##4001167		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
Conservatism	conservatism	nn1
is	be	vbz
often	often	rr
assumed	assume	vvn_vvd
to	to	to
imply	imply	vvi
a	a	at1
continuity	continuity	nn1
of	of	io
values	value	nn2
and	and	cc
positions	position	nn2_vvz@
between	between	ii
past	past	rl_nn1_jj
and	and	cc
present	present	nn1_jj
.	.	y
Previous	previous	jj
research	research	nn1
has	have	vhz
demonstrated	demonstrate	vvn
,	,	y
however	however	rr
,	,	y
that	that	cst
there	there	ex
are	be	vbr
discontinuities	discontinuity	nn2
