##1012950		
Maggie	maggie	np1
costing	cost	vvg
no	no	at
more	more	dar_rrr
than	than	csn
$25	$25	nnu
(	(	y
less	less	rrr
for	for	if
the	the	at
little	little	jj
ones	one	z'
)	)	y
.	.	y
And	and	cc
at	at	ii
Thanksgiving	thanksgiving	nn1
,	,	y
we	we	ppis2
sisters	sister	nn2
draw	draw	vv0
lots	lots	pn
,	,	y
so	so	cs@_rr
each	each	dd1
of	of	io
us	us	ppio2
buys	buy	vvz_nn2
just	just	rr
one	one	mc1
present	present	nn1_jj
,	,	y
not	not	xx
three	three	mc
.	.	y
This	this	dd1
year	year	nnt1
,	,	y
I	i	ppis1
'd	have	vhd
drawn	draw	vvn
Cathy	cathy	np1
.	.	y
It	it	pph1
was	be	vbdz
n't	n't	xx
exactly	exactly	rr
random	random	jj
.	.	y
Because	because	cs
I	i	ppis1
knew	know	vvd
things	thing	nn2
were	be	vbdr
going	go	vvgk
to	to	to
be	be	vbi
so	so	rg
different	different	jj
,	,	y
I	i	ppis1
'd	have	vhd
volunteered	volunteer	vvn
to	to	to
write	write	vvi
the	the	at
names	name	nn2
for	for	if
the	the	at
drawing	drawing	nn1
and	and	cc
put	put	vvd_vv0
a	a	at1
tiny	tiny	jj
mark	mark	nn1
on	on	ii
the	the	at
outside	outside	ii21
of	of	ii22
Cathy	cathy	np1
's	's	ge
paper	paper	nn1
.	.	y
Then	then	rt
I	i	ppis1
'd	have	vhd
made	make	vvn
sure	sure	jj
that	that	cst
I	i	ppis1
drew	draw	vvd
first	first	md
.	.	y
"	"	y
Hey	hey	uh
,	,	y
Liz	liz	np1
,	,	y
Merry	merry	jj
Christmas	christmas	nnt1
!	!	y
"	"	y
I	i	ppis1
say	say	vv0
,	,	y
giving	give	vvg
her	her	ppho1
a	a	at1
quick	quick	jj
kiss	kiss	nn1
and	and	cc
turning	turn	vvg_nn1
to	to	to
hug	hug	vvi
her	her	appge_ppho1
16-year-old	16-year-old	jj
twin	twin	nn1_jj@
daughters	daughter	nn2
.	.	y
"	"	y
Merry	merry	jj
Christmas	christmas	nnt1
,	,	y
kids	kid	nn2
!	!	y
"	"	y
Liz	liz	np1
CiJ	cij	np1_vv0@
n't	n't	xx
help	help	vv0
it	it	pph1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
To	to	ii
my	my	appge
surprise	surprise	nn1
,	,	y
Cathy	cathy	np1
is	be	vbz
even	even	rr
more	more	rgr_rrr
upset	upset	jj_vvn
when	when	cs_rrq
she	she	pphs1
sees	see	vvz
my	my	appge
haul	haul	nn1
.	.	y
"	"	y
That	that	dd1
's	be	vbz
not	not	xx
fair	fair	rr@_jj
,	,	y
Maggie	maggie	np1
,	,	y
"	"	y
she	she	pphs1
protests	protest	vvz@
.	.	y
"	"	y
We	we	ppis2
made	make	vvd
the	the	at
rules	rule	nn2
so	so	rr_cs@
nobody	nobody	pn1
would	would	vm
feel	feel	vvi
inadequate	inadequate	jj
and	and	cc
the	the	at
kids	kid	nn2
would	would	vm
think	think	vvi
about	about	ii
something	something	pn1
other	other	ii21
than	than	ii22
presents	present	nn2
.	.	y
"	"	y
"	"	y
I	i	ppis1
know	know	vv0
,	,	y
sweetie	sweetie	nn1
,	,	y
"	"	y
I	i	ppis1
say	say	vv0
,	,	y
looking	look	vvg
sheepish	sheepish	jj
.	.	y
"	"	y
But	but	ccb
please	please	rr
do	do	vd0
n't	n't	xx
worry	worry	vvi
.	.	y
"	"	y
Cathy	cathy	np1
is	be	vbz
particularly	particularly	rr
stressed	stress	vvn_vvd
this	this	dd1
year	year	nnt1
.	.	y
In	in	ii31
addition	addition	ii32
to	to	ii33
her	her	appge
usual	usual	jj
money	money	nn1
worries	worry	nn2
,	,	y
she	she	pphs1
just	just	rr
had	have	vhd
to	to	to
replace	replace	vvi
her	her	appge_ppho1
hot-water	hot-water	jj
heater	heater	nn1
.	.	y
Her	her	appge
children-Amy	children-amy	np1
,	,	y
four	four	mc
,	,	y
and	and	cc
Matthew	matthew	np1
,	,	y
six-have	six-have	vh0
been	be	vbn
warned	warn	vvn
that	that	cst
Santa	santa	np1
is	be	vbz
on	on	ii
a	a	at1
tight	tight	jj
budget	budget	nn1
.	.	y
I	i	ppis1
know	know	vv0
how	how	rrq_rgq
it	it	pph1
must	must	vm
look	look	vvi
:	:	y
Aunt	aunt	nnb
Maggie	maggie	np1
sweeping	sweep	vvg@
in	in	rp@
with	with	iw
the	the	at
contents	content	nn2
of	of	io
the	the	at
entire	entire	jj
North	north	nd1
Pole	pole	nn1
,	,	y
outshining	outshine	vvg
her	her	appge_ppho1
strapped	strapped	jj@
sister	sister	nn1
.	.	y
I	i	ppis1
can	can	vm
only	only	rr
hope	hope	vvi
that	that	cst
she	she	pphs1
will	will	vm
understand	understand	vvi
.	.	y
Matthew	matthew	np1
and	and	cc
Amy	amy	np1
have	have	vh0
each	each	dd1
taken	taken	jj%_vvn
hold	hold	nn1
of	of	io
one	one	mc1
of	of	io
my	my	appge
legs	leg	nn2
and	and	cc
are	be	vbr
dragging	drag	vvg
me	me	ppio1
over	over	rp
to	to	ii
the	the	at
tree	tree	nn1
to	to	to
see	see	vvi
what	what	ddq
Santa	santa	np1
already	already	rr
brought	bring	vvn_vvd
.	.	y
They	they	pphs2
do	do	vd0
n't	n't	xx
seem	seem	vvi
to	to	to
have	have	vhi
noticed	notice	vvn
the	the	at
tight	tight	jj
budget	budget	nn1
,	,	y
happily	happily	rr
showing	show	vvg
me	me	ppio1
fancy	fancy	jj_nn1
marking	marking	nn1
pens	pen	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
books	book	nn2
,	,	y
doll	doll	nn1_vv0@
clothes	clothes	nn2
,	,	y
cameras	camera	nn2
that	that	cst_dd1
squirt	squirt	vv0_nn1
water	water	nn1
,	,	y
and	and	cc
very	very	rg
high-tech-looking	high-tech-looking	jj
flashlights	flashlight	nn2
.	.	y
I	i	ppis1
admire	admire	vv0
Cathy	cathy	np1
for	for	if
keeping	keep	vvg
things	thing	nn2
modest	modest	jj
but	but	ccb
fun	fun	jj_nn1
in	in	ii
an	a	at1
oldfashioned	old-fashioned	jj@
way	way	nn1
.	.	y
Am	be	vb0
I	i	ppis1
going	go	vvgk
to	to	to
ruin	ruin	vvi
that	that	dd1
?	?	y
I	i	ppis1
worry	worry	vv0
.	.	y
Then	then	rt
Joanne	joanne	np1
arrives	arrive	vvz
with	with	iw
her	her	appge
brood	brood	nn1
of	of	io
three	three	mc
,	,	y
and	and	cc
by	by	ii
the	the	at
time	time	nnt1
we	we	ppis2
each	each	dd1
get	get	vv0
a	a	at1
glass	glass	nn1
of	of	io
punch	punch	nn1
,	,	y
the	the	at
kids	kid	nn2
are	be	vbr
begging	beg	vvg
to	to	to
open	open	vvi
their	their	appge
family	family	nn1
gifts	gift	nn2
.	.	y
Squatting	squat	vvg
near	near	ii
the	the	at
tree-a	tree-a	nn1
balsam	balsam	nn1
fir	fir	nn1
covered	cover	vvn_vvd
with	with	iw
homemade	homemade	jj
ornaments-I	ornaments-i	nn2
appoint	appoint	vv0
myself	myself	ppx1
Santa	santa	np1
.	.	y
That	that	dd1
way	way	nn1
,	,	y
I	i	ppis1
think	think	vv0
,	,	y
I	i	ppis1
can	can	vm
control	control	vvi
things	thing	nn2
a	a	rr21
little	little	rr22
better	better	rrr_jjr
.	.	y
Carefully	carefully	rr
,	,	y
I	i	ppis1
pick	pick	vv0
the	the	at
first	first	md
package	package	nn1
:	:	y
It	it	pph1
turns	turn	vvz
out	out	rp
to	to	to
be	be	vbi
a	a	at1
red	red	jj
hoodie	hoodie	nn1
for	for	if
one	one	mc1
of	of	io
Liz	liz	np1
's	's	ge
twins	twin	nn2
from	from	ii
Joanne	joanne	np1
.	.	y
The	the	at
other	other	jj
twin	twin	nn1
gets	get	vvz
a	a	at1
yellow	yellow	jj
hoodie	hoodie	nn1
.	.	y
In	in	ii
fact	fact	nn1
,	,	y
all	all	db
the	the	at
nieces	niece	nn2
and	and	cc
nephews	nephew	nn2
get	get	vv0
sweatshirts	sweatshirt	nn2
from	from	ii
Joanne	joanne	np1
.	.	y
Cathy	cathy	np1
's	's	ge
gift	gift	nn1
to	to	ii
Liz	liz	np1
is	be	vbz
a	a	at1
beautiful	beautiful	jj
desk	desk	nn1
calendar	calendar	nn1
illustrated	illustrate	vvn_vvd
with	with	iw
old	old	jj
photographs	photograph	nn2
of	of	io
immigrants	immigrant	nn2
arriving	arrive	vvg
at	at	ii
Ellis	ellis	np1
Island	island	nnl1
.	.	y
Liz	liz	np1
is	be	vbz
working	work	vvg
on	on	ii_rp@
our	our	appge
family	family	nn1
tree	tree	nn1
and	and	cc
is	be	vbz
very	very	rg
into	into	ii
the	the	at
theme	theme	nn1
.	.	y
Cathy	cathy	np1
's	's	ge
children	child	nn2
give	give	vv0
me	me	ppio1
a	a	at1
picture	picture	nn1
of	of	io
Duffy	duffy	np1
taken	take	vvn
one	one	mc1
day	day	nnt1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Amy	amy	np1
's	's	ge
clothes-hat	clothes-hat	nn1_jj
and	and	cc
sunglasses	sunglasses	nn2
and	and	cc
all	all	db_rr@
.	.	y
I	i	ppis1
laugh	laugh	vv0
and	and	cc
hug	hug	vv0
them	them	ppho2
both	both	db2_rr
,	,	y
promising	promising	jj_vvg@
I	i	ppis1
'll	will	vm
put	put	vvi
the	the	at
picture	picture	nn1
on	on	ii
my	my	appge
mantle	mantle	nn1
.	.	y
"	"	y
What	what	ddq
about	about	ii
your	your	appge
presents	present	nn2
,	,	y
Aunt	aunt	nnb
Maggie	maggie	np1
?	?	y
"	"	y
little	little	rr
Matthew	matthew	np1
is	be	vbz
asking	ask	vvg
.	.	y
"	"	y
When	when	rrq
do	do	vd0
we	we	ppis2
open	open	vvi
those	those	dd2
?	?	y
"	"	y
I	i	ppis1
take	take	vv0
a	a	at1
deep	deep	jj
breath	breath	nn1
.	.	y
I	i	ppis1
'd	have	vhd
been	be	vbn
planning	plan	vvg
to	to	to
make	make	vvi
my	my	appge
announcement	announcement	nn1
first	first	md
,	,	y
but	but	ccb
suddenly	suddenly	rr
I	i	ppis1
ca	can	vm
n't	n't	xx
.	.	y
"	"	y
Now	now	rt
,	,	y
sweetheart	sweetheart	nn1
,	,	y
"	"	y
I	i	ppis1
tell	tell	vv0
Matthew	matthew	np1
,	,	y
reaching	reach	vvg
for	for	if
a	a	at1
box	box	nn1
.	.	y
I	i	ppis1
choose	choose	vv0
carefully	carefully	rr
,	,	y
something	something	pn1
that	that	cst
wo	will	vm
n't	n't	xx
be	be	vbi
too	too	rg_rr@
telling	telling	jj@_vvg
.	.	y
It	it	pph1
's	be	vbz
a	a	at1
hardcover	hardcover	nn1
edition	edition	nn1
of	of	io
a	a	at1
new	new	jj
biography	biography	nn1
I	i	ppis1
know	know	vv0
Greg	greg	np1
has	have	vhz
wanted	want	vvn
to	to	to
read	read	vvi
.	.	y
Our	our	appge
family	family	nn1
never	never	rr
buys	buy	vvz
books	book	nn2
in	in	rp@
hardcover-we	hardcover-we	ppis2
get	get	vv0
them	them	ppho2
out	out	ii21
of	of	ii22
the	the	at
library	library	nn1
or	or	cc
wait	wait	vv0
for	for	if
the	the	at
paperback	paperback	nn1
.	.	y
"	"	y
Wow	wow	uh
!	!	y
"	"	y
he	he	pphs1
says	say	vvz
.	.	y
"	"	y
This	this	dd1
is	be	vbz
special	special	jj
,	,	y
Maggie	maggie	np1
.	.	y
Thanks	thanks	nn2
!	!	y
"	"	y
Now	now	rt
I	i	ppis1
just	just	rr
plunge	plunge	vv0
in	in	rp@
,	,	y
reaching	reach	vvg
for	for	if
the	the	at
iPods	ipod	nn2
for	for	if
Liz	liz	np1
's	's	ge
twins	twin	nn2
,	,	y
with	with	iw
all	all	db
the	the	at
accessories	accessory	nn2
(	(	y
stylish	stylish	jj
carrying	carrying	nn1@_vvg
cases	case	nn2
,	,	y
speakers	speaker	nn2
,	,	y
connections	connection	nn2
so	so	cs@_rr
they	they	pphs2
can	can	vm
be	be	vbi
hooked	hook	vvn
up	up	ii21
to	to	ii22
the	the	at
car	car	nn1
radio	radio	nn1
)	)	y
.	.	y
The	the	at
girls	girl	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
but	but	ccb
I	i	ppis1
know	know	vv0
everyone	everyone	pn1
's	be	vbz
looking	look	vvg
at	at	ii
me	me	ppio1
.	.	y
"	"	y
Next	next	md
!	!	y
"	"	y
I	i	ppis1
call	call	vv0
in	in	ii_rp@
a	a	at1
strained	strained	jj
voice	voice	nn1
,	,	y
handing	hand	vvg
Joanne	joanne	np1
's	's	ge
oldest	old	jjt
boy	boy	nn1
,	,	y
Michael	michael	np1
,	,	y
a	a	at1
pair	pair	nn
of	of	io
Nordica	nordica	np1
ski	ski	nn1_vv0
boots	boot	nn2
.	.	y
The	the	at
room	room	nn1
is	be	vbz
utterly	utterly	rr
quiet	quiet	jj
.	.	y
I	i	ppis1
fuss	fuss	vv0
with	with	iw
a	a	at1
ribbon	ribbon	nn1
on	on	ii
one	one	mc1
of	of	io
my	my	appge
packages	package	nn2
,	,	y
knowing	know	vvg
that	that	cst_dd1
everyone	everyone	pn1
now	now	rt
realizes	realize	vvz
how	how	rrq_rgq@
extravagant	extravagant	jj
the	the	at
gifts	gift	nn2
are	be	vbr
.	.	y
"	"	y
Maggie	maggie	np1
?	?	y
"	"	y
Cathy	cathy	np1
asks	ask	vvz
.	.	y
"	"	y
What	what	ddq
's	be	vbz
going	go	vvg
on	on	rp@_ii
?	?	y
"	"	y
I	i	ppis1
ca	can	vm
n't	n't	xx
answer	answer	vvi
,	,	y
ca	can	vm
n't	n't	xx
even	even	rr
look	look	vvi
at	at	ii
her	her	ppho1
.	.	y
"	"	y
Aunt	aunt	nnb
Maggie	maggie	np1
,	,	y
did	do	vdd
you	you	ppy
win	win	vvi
the	the	at
lottery	lottery	nn1
or	or	cc
something	something	pn1
?	?	y
"	"	y
Michael	michael	np1
asks	ask	vvz
.	.	y
"	"	y
Yes	yes	uh
,	,	y
"	"	y
I	i	ppis1
whisper	whisper	vv0
.	.	y
"	"	y
I	i	ppis1
did	do	vdd
.	.	y
"	"	y
I	i	ppis1
keep	keep	vv0
fussing	fuss	vvg
with	with	iw
the	the	at
ribbon	ribbon	nn1
,	,	y
not	not	xx
sure	sure	jj_rr%
what	what	ddq
to	to	to
do	do	vdi
next	next	md
.	.	y
"	"	y
You	you	ppy
won	win	vvd
the	the	at
lottery	lottery	nn1
and	and	cc
did	do	vdd
n't	n't	xx
tell	tell	vvi
me	me	ppio1
?	?	y
"	"	y
Cathy	cathy	np1
says	say	vvz
.	.	y
"	"	y
I	i	ppis1
ca	can	vm
n't	n't	xx
believe	believe	vvi
it	it	pph1
.	.	y
"	"	y
She	she	pphs1
gets	get	vvz
up	up	rp
,	,	y
and	and	cc
without	without	iw
another	another	dd1
word	word	nn1
,	,	y
goes	go	vvz
into	into	ii
the	the	at
kitchen	kitchen	nn1
.	.	y
I	i	ppis1
start	start	vv0
to	to	to
follow	follow	vvi
,	,	y
but	but	ccb
hearing	hear	vvg
my	my	appge
steps	step	nn2
,	,	y
she	she	pphs1
turns	turn	vvz
and	and	cc
puts	put	vvz
up	up	rp
her	her	appge
hands	hand	nn2
.	.	y
"	"	y
Please	please	rr
do	do	vd0
n't	n't	xx
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
GIVEN	give	vvn
ME	me	ppio1
THE	the	at
TICKET	ticket	nn1
ON	on	ii
MY	my	appge
birthday	birthday	nn1
,	,	y
back	back	rp_nn1
in	in	ii
October	october	npm1
.	.	y
It	it	pph1
's	be	vbz
a	a	at1
joke	joke	nn1
in	in	ii
the	the	at
family	family	nn1
that	that	cst
Cathy	cathy	np1
always	always	rr
tucks	tuck	vvz
a	a	at1
lottery	lottery	nn1
ticket	ticket	nn1
into	into	ii
her	her	appge
presents	present	nn2
.	.	y
Once	once	rr
,	,	y
when	when	cs_rrq
she	she	pphs1
'd	have	vhd
given	give	vvn
me	me	ppio1
an	a	at1
instant-winner	instant-winner	jj
scratch-off	scratch-off	jj
card	card	nn1
,	,	y
I	i	ppis1
'd	have	vhd
won	win	vvn
$5	$5	nnu
.	.	y
Then	then	rt
nothing	nothing	pn1
,	,	y
not	not	xx
even	even	rr
free	free	jj
tickets	ticket	nn2
.	.	y
This	this	dd1
year	year	nnt1
,	,	y
Cathy	cathy	np1
had	have	vhd
gone	go	vvn
for	for	if
the	the	at
big	big	jj
weekly	weekly	jj
lottery	lottery	nn1
.	.	y
"	"	y
I	i	ppis1
figure	figure	vv0@
you	you	ppy
probably	probably	rr
need	need	vv0
more	more	dar
money	money	nn1
now	now	rt
,	,	y
"	"	y
she	she	pphs1
'd	have	vhd
said	say	vvn
,	,	y
no	no	rr21
doubt	doubt	rr22
tired	tired	jj
of	of	io
hearing	hear	vvg
me	me	ppio1
complain	complain	vvi
about	about	rp@_ii
how	how	rgq@_rrq
expensive	expensive	jj
my	my	appge
house	house	nn1
was	be	vbdz
turning	turn	vvg
out	out	rp
to	to	to
be	be	vbi
.	.	y
Just	just	rr
to	to	to
make	make	vvi
the	the	at
down	down	jj%_nn1%
payment	payment	nn1
,	,	y
I	i	ppis1
'd	have	vhd
used	use	vvn
up	up	rp_ii@
all	all	db
my	my	appge
savings	saving	nn2
and	and	cc
my	my	appge
portion	portion	nn1
of	of	io
the	the	at
small	small	jj
inheritance	inheritance	nn1
our	our	appge
grandfather	grandfather	nn1
left	leave	vvd_vvn
us	us	ppio2
.	.	y
"	"	y
Sure	sure	rr%_jj
do	do	vd0
,	,	y
"	"	y
I	i	ppis1
said	say	vvd
,	,	y
tossing	toss	vvg
the	the	at
ticket	ticket	nn1
into	into	ii
my	my	appge
purse	purse	nn1
.	.	y
I	i	ppis1
'd	have	vhd
forgotten	forget	vvn
all	all	db_rr@
about	about	ii
it	it	pph1
until	until	cs_ii@
a	a	at1
week	week	nnt1
later	later	rrr
when	when	cs
Cathy	cathy	np1
called	call	vvd@_vvn
.	.	y
"	"	y
I	i	ppis1
know	know	vv0
this	this	dd1
is	be	vbz
weird	weird	jj
,	,	y
"	"	y
she	she	pphs1
began	begin	vvd
,	,	y
"	"	y
but	but	ccb
they	they	pphs2
just	just	rr
announced	announce	vvn_vvd
on	on	ii
TV	tv	nn1
that	that	cst
no	no	pn121
one	one	pn122
's	be	vbz_vhz@
claimed	claim	vvn
last	last	md
week	week	nnt1
's	's	ge
winning	winning	jj@_vvg
lottery	lottery	nn1
prize	prize	nn1
.	.	y
And	and	cc
...	...	...
,	,	y
"	"	y
she	she	pphs1
paused	pause	vvd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
laughed	laugh	vvd
.	.	y
"	"	y
Must	must	vm
be	be	vbi
mine	mine	ppge
.	.	y
I	i	ppis1
'll	will	vm
look	look	vvi
as	as	cs31
soon	soon	cs32
as	as	cs33
I	i	ppis1
walk	walk	vv0
the	the	at
dog	dog	nn1
.	.	y
"	"	y
Bur	bur	fu
another	another	dd1
week	week	nnt1
went	go	vvd
by	by	rp%_ii
before	before	cs
I	i	ppis1
came	come	vvd
across	across	ii
the	the	at
ticket	ticket	nn1
when	when	cs_rrq
I	i	ppis1
was	be	vbdz
digging	dig	vvg
through	through	ii_rp@
my	my	appge
purse	purse	nn1
in	in	ii31
search	search	ii32
of	of	ii33
a	a	at1
lost	lost	jj@
receipt	receipt	nn1
.	.	y
Why	why	rrq
not	not	xx
check	check	vvi
?	?	y
I	i	ppis1
thought	think	vvd
.	.	y
That	that	dd1
way	way	nn1
I	i	ppis1
can	can	vm
toss	toss	vvi
it	it	pph1
.	.	y
I	i	ppis1
logged	log	vvd
on	on	rp_ii21
to	to	ii_ii22
the	the	at
state	state	nn1
lottery	lottery	nn1
Web	web	nn1
site	site	nn1
and	and	cc
scrolled	scrol	vvd
to	to	ii
the	the	at
right	right	jj_nn1
date	date	nn1
.	.	y
There	there	rl
they	they	pphs2
were-the	were	vbdr
six	six	mc
numbers	number	nn2
of	of	io
my	my	appge
ticket	ticket	nn1
.	.	y
$2.1	$2.1	nnu
million	million	m
dollars	dollar	nnu2
.	.	y
I	i	ppis1
scrolled	scrol	vvd
up	up	rp
and	and	cc
down	down	rp_ii@
the	the	at
list	list	nn1
,	,	y
staring	stare	vvg
at	at	ii
the	the	at
numbers	number	nn2
.	.	y
I	i	ppis1
could	could	vm
n't	n't	xx
really	really	rr
make	make	vvi
any	any	dd
sense	sense	nn1
of	of	io
it	it	pph1
.	.	y
What	what	ddq
now	now	rt
?	?	y
I	i	ppis1
thought	think	vvd
.	.	y
What	what	ddq
am	be	vbm
I	i	ppis1
going	go	vvg
to	to	to
do	do	vdi
?	?	y
I	i	ppis1
started	start	vvd
to	to	to
pick	pick	vvi
up	up	rp_ii@
the	the	at
phone	phone	nn1
to	to	to
call	call	vvi
Cathy	cathy	np1
,	,	y
hut	hut	nn1
then	then	rt
I	i	ppis1
put	put	vv0_vvd
it	it	pph1
down	down	rp
.	.	y
I	i	ppis1
was	be	vbdz
n't	n't	xx
ready	ready	jj_rr@
to	to	to
tell	tell	vvi
her	her	ppho1
,	,	y
not	not	xx
until	until	cs
I	i	ppis1
got	get	vvd
over	over	ii_rp
the	the	at
shock	shock	nn1
.	.	y
For	for	if
the	the	at
next	next	md
few	few	da2
days	day	nnt2
,	,	y
everything	everything	pn1
seemed	seem	vvd
strange	strange	jj
.	.	y
I	i	ppis1
'd	have	vm
see	see	vvi
a	a	at1
fancy	fancy	jj_nn1
car	car	nn1
on	on	ii
the	the	at
road	road	nn1
and	and	cc
think	think	vv0
,	,	y
I	i	ppis1
could	could	vm
buy	buy	vvi
that	that	dd1
.	.	y
But	but	ccb
I	i	ppis1
did	do	vdd
n't	n't	xx
want	want	vvi
a	a	at1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
The	the	at
funny	funny	jj
thing	thing	nn1
was	be	vbdz
,	,	y
I	i	ppis1
had	have	vhd
no	no	at
idea	idea	nn1
how	how	rrq
to	to	to
claim	claim	vvi
the	the	at
prize	prize	nn1
.	.	y
So	so	rr
I	i	ppis1
went	go	vvd
to	to	ii
ShopTown	shoptown	np1
,	,	y
and	and	cc
after	after	ii
asking	ask	vvg
a	a	at1
whole	whole	jj
lot	lot	nn1
of	of	io
people	people	nn
(	(	y
without	without	iw
revealing	reveal	vvg
my	my	appge
reason	reason	nn1
)	)	y
,	,	y
I	i	ppis1
finally	finally	rr
found	find	vvd
out	out	rp
that	that	cst
I	i	ppis1
needed	need	vvd
to	to	to
present	present	vvi
the	the	at
ticket	ticket	nn1
at	at	ii
a	a	at1
state	state	nn1
office	office	nn1
30	30	mc
miles	mile	nnu2
away	away	rl
.	.	y
For	for	if
some	some	dd
reason	reason	nn1
,	,	y
I	i	ppis1
did	do	vdd
n't	n't	xx
rush	rush	vvi
.	.	y
In	in	ii
fact	fact	nn1
,	,	y
it	it	pph1
was	be	vbdz
another	another	dd1
week	week	nnt1
before	before	cs
I	i	ppis1
made	make	vvd
the	the	at
trip	trip	nn1
.	.	y
Once	once	cs@_rr
the	the	at
lottery	lottery	nn1
check	check	nn1
arrived	arrive	vvd_vvn
,	,	y
I	i	ppis1
simply	simply	rr
put	put	vv0_vvd_vvn
it	it	pph1
in	in	ii
the	the	at
bank	bank	nn1
.	.	y
Maybe	maybe	rr
if	if	cs
the	the	at
breakup	breakup	nn1
with	with	iw
Nick	nick	np1
had	have	vhd
n't	n't	xx
been	be	vbn
so	so	rg_rr
recent	recent	jj
,	,	y
I	i	ppis1
would	would	vm
have	have	vhi
been	be	vbn
able	able	jk
to	to	to
think	think	vvi
about	about	ii_rp@
fixing	fix	vvg
up	up	rp
my	my	appge
house	house	nn1
.	.	y
But	but	ccb
every	every	at1
potential	potential	jj_nn1
project	project	nn1
reminded	remind	vvd
me	me	ppio1
of	of	io
him-his	him-his	appge
plan	plan	nn1
to	to	to
strip	strip	vvi
off	off	ii_rp
the	the	at
layers	layer	nn2
of	of	io
paint	paint	nn1
in	in	ii
the	the	at
dining	dining	nn1
room	room	nn1
to	to	to
expose	expose	vvi
the	the	at
original	original	jj
wooden	wooden	jj
wainscoting	wainscoting	nn1@_jj@
,	,	y
his	his	appge
idea	idea	nn1
to	to	to
find	find	vvi
just	just	rr
the	the	at
right	right	jj_nn1
end	end	nn1
tables	table	nn2
in	in	ii
some	some	dd
out-of-the-way	out-of-the-way	jj_vv0
secondhand	second-hand	jj
store	store	nn1
.	.	y
I	i	ppis1
'm	be	vbm
not	not	xx
that	that	cst_dd1
into	into	ii
clothes	clothes	nn2
,	,	y
but	but	ccb
one	one	mc1
day	day	nnt1
I	i	ppis1
found	find	vvd
myself	myself	ppx1
in	in	ii
the	the	at
fanciest	fancy	jjt
boutique	boutique	nn1
in	in	ii
town	town	nn1
.	.	y
I	i	ppis1
told	tell	vvd
myself	myself	ppx1
,	,	y
Just	just	rr
this	this	dd1_rg%
once	once	rr
,	,	y
17/	17/	fo
buy	buy	vv0
something	something	pn1
without	without	iw
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
gray	gray	jj
sweater	sweater	nn1
that	that	cst
I	i	ppis1
've	have	vh0
never	never	rr
worn	wear	vvn
.	.	y
It	it	pph1
's	be	vbz
in	in	ii
my	my	appge
dresser	dresser	nn1
,	,	y
with	with	iw
the	the	at
tags	tag	nn2
still	still	rr
attached	attach	vvn
.	.	y
"	"	y
Then	then	rt
,	,	y
just	just	rr
before	before	ii_cs
Thanksgiving	thanksgiving	nn1
,	,	y
I	i	ppis1
hit	hit	vvd
on	on	ii
the	the	at
idea	idea	nn1
of	of	io
surprising	surprise	vvg%_jj
my	my	appge
family	family	nn1
with	with	iw
an	a	at1
abundance	abundance	nn1
of	of	io
gifts	gift	nn2
.	.	y
Plane	plane	nn1
tickets	ticket	nn2
for	for	if
Cathy	cathy	np1
and	and	cc
her	her	appge
family	family	nn1
to	to	ii_to
by	by	ii_rp%
to	to	ii
Arizona	arizona	np1
.	.	y
A	a	at1_zz1
new	new	jj
refrigerator	refrigerator	nn1
for	for	if
Joanne	joanne	np1
.	.	y
A	a	at1
week	week	nnt1
at	at	ii
a	a	at1
resort	resort	nn1
for	for	if
1.17	1.17	mc
and	and	cc
her	her	appge
husband	husband	nn1
.	.	y
And	and	cc
dozens	dozen	m
of	of	io
wrapped	wrapped	jj@
